Training on: cuda
Run directory: /home/wei/Desktop/AMR-DFJSP/runs/20260818_204336_mix_s44
Loaded 715 dispatch events from test_case/v3/mix/train_mix_20.jsonl
Loaded 715 dispatch events from test_case/v3/mix/train_mix_40.jsonl
Loaded 715 dispatch events from test_case/v3/mix/train_mix_60.jsonl
Loaded 715 dispatch events from test_case/v3/mix/train_mix_80.jsonl
Loaded 715 dispatch events from test_case/v3/mix/train_mix_100.jsonl
Loaded 715 dispatch events from test_case/v3/mix/train_mix_120.jsonl
Loaded 715 dispatch events from test_case/v3/mix/train_mix_140.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_20.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_40.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_80.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_100.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_120.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_140.jsonl
Loaded 280 validation event(s).
Starting hybrid dock-aware extend_GNN PPO training with critic-based advantage.
Epoch [1/4000] | Avg Makespan: 1038.88 | Actor Loss: -0.3442 | Critic Loss: 0.7664 | Grad Norm: 2.5369 | Clipped: 4/4
   -> Validation | Samples: 280 | Makespan: 676.66 | Invalid Jobs: 0.07 | Score: 748.09
   -> Val Score 748.09 (warming up 1/5, no selection yet)
   -> Saved updated training chart to /home/wei/Desktop/AMR-DFJSP/runs/20260818_204336_mix_s44/chart.png
Epoch [2/4000] | Avg Makespan: 700.62 | Actor Loss: -0.5239 | Critic Loss: 0.4060 | Grad Norm: 1.8869 | Clipped: 3/4
Epoch [3/4000] | Avg Makespan: 1029.00 | Actor Loss: -0.0956 | Critic Loss: 0.3914 | Grad Norm: 2.0596 | Clipped: 4/4
Epoch [4/4000] | Avg Makespan: 808.12 | Actor Loss: -0.4979 | Critic Loss: 0.4575 | Grad Norm: 2.3210 | Clipped: 4/4
Epoch [5/4000] | Avg Makespan: 768.62 | Actor Loss: -0.3957 | Critic Loss: 0.1523 | Grad Norm: 1.3872 | Clipped: 4/4
Epoch [6/4000] | Avg Makespan: 635.62 | Actor Loss: -0.1924 | Critic Loss: 0.1203 | Grad Norm: 1.0638 | Clipped: 3/4
Epoch [7/4000] | Avg Makespan: 1131.00 | Actor Loss: -0.1797 | Critic Loss: 0.2630 | Grad Norm: 1.4277 | Clipped: 3/4
Epoch [8/4000] | Avg Makespan: 786.62 | Actor Loss: -0.2914 | Critic Loss: 0.2228 | Grad Norm: 2.6024 | Clipped: 4/4
Epoch [9/4000] | Avg Makespan: 1001.12 | Actor Loss: -0.1843 | Critic Loss: 0.2275 | Grad Norm: 2.3831 | Clipped: 3/4
Epoch [10/4000] | Avg Makespan: 867.88 | Actor Loss: -0.0819 | Critic Loss: 0.1812 | Grad Norm: 2.8721 | Clipped: 4/4
Epoch [11/4000] | Avg Makespan: 786.00 | Actor Loss: -0.3994 | Critic Loss: 0.1866 | Grad Norm: 1.9024 | Clipped: 3/4
Epoch [12/4000] | Avg Makespan: 544.62 | Actor Loss: -0.0313 | Critic Loss: 0.1008 | Grad Norm: 1.9509 | Clipped: 3/4
Epoch [13/4000] | Avg Makespan: 934.75 | Actor Loss: -0.2010 | Critic Loss: 0.2926 | Grad Norm: 2.4333 | Clipped: 4/4
Epoch [14/4000] | Avg Makespan: 1019.12 | Actor Loss: -0.1389 | Critic Loss: 0.1777 | Grad Norm: 1.7459 | Clipped: 3/4
Epoch [15/4000] | Avg Makespan: 1080.75 | Actor Loss: -0.2646 | Critic Loss: 0.1573 | Grad Norm: 1.7463 | Clipped: 4/4
Epoch [16/4000] | Avg Makespan: 661.25 | Actor Loss: 0.0825 | Critic Loss: 0.1362 | Grad Norm: 2.1770 | Clipped: 4/4
Epoch [17/4000] | Avg Makespan: 1016.12 | Actor Loss: -0.0940 | Critic Loss: 0.2194 | Grad Norm: 2.1786 | Clipped: 3/4
Epoch [18/4000] | Avg Makespan: 927.62 | Actor Loss: -0.2925 | Critic Loss: 0.1805 | Grad Norm: 1.2905 | Clipped: 3/4
Epoch [19/4000] | Avg Makespan: 852.00 | Actor Loss: -0.1852 | Critic Loss: 0.0874 | Grad Norm: 0.7983 | Clipped: 1/4
Epoch [20/4000] | Avg Makespan: 1131.88 | Actor Loss: -0.2159 | Critic Loss: 0.1974 | Grad Norm: 0.9363 | Clipped: 1/4
Epoch [21/4000] | Avg Makespan: 1045.38 | Actor Loss: 0.0414 | Critic Loss: 0.1205 | Grad Norm: 1.0695 | Clipped: 2/4
Epoch [22/4000] | Avg Makespan: 582.25 | Actor Loss: -0.0699 | Critic Loss: 0.1101 | Grad Norm: 2.5629 | Clipped: 4/4
Epoch [23/4000] | Avg Makespan: 876.75 | Actor Loss: -0.3313 | Critic Loss: 0.2415 | Grad Norm: 2.8740 | Clipped: 4/4
Epoch [24/4000] | Avg Makespan: 810.75 | Actor Loss: -0.1710 | Critic Loss: 0.1460 | Grad Norm: 1.9514 | Clipped: 3/4
Epoch [25/4000] | Avg Makespan: 877.75 | Actor Loss: 0.0259 | Critic Loss: 0.1126 | Grad Norm: 1.5488 | Clipped: 3/4
Epoch [26/4000] | Avg Makespan: 532.12 | Actor Loss: -0.2260 | Critic Loss: 0.0512 | Grad Norm: 0.7871 | Clipped: 1/4
Epoch [27/4000] | Avg Makespan: 710.62 | Actor Loss: -0.3861 | Critic Loss: 0.0760 | Grad Norm: 0.7378 | Clipped: 0/4
Epoch [28/4000] | Avg Makespan: 961.50 | Actor Loss: -0.0165 | Critic Loss: 0.0543 | Grad Norm: 0.5198 | Clipped: 0/4
Epoch [29/4000] | Avg Makespan: 931.50 | Actor Loss: 0.0770 | Critic Loss: 0.0723 | Grad Norm: 0.5621 | Clipped: 0/4
Epoch [30/4000] | Avg Makespan: 1287.50 | Actor Loss: -0.0488 | Critic Loss: 0.0618 | Grad Norm: 1.0540 | Clipped: 2/4
Epoch [31/4000] | Avg Makespan: 972.62 | Actor Loss: -0.2816 | Critic Loss: 0.1941 | Grad Norm: 1.4094 | Clipped: 3/4
Epoch [32/4000] | Avg Makespan: 790.00 | Actor Loss: -0.3428 | Critic Loss: 0.0826 | Grad Norm: 1.0300 | Clipped: 3/4
Epoch [33/4000] | Avg Makespan: 926.62 | Actor Loss: -0.0726 | Critic Loss: 0.1147 | Grad Norm: 0.9989 | Clipped: 2/4
Epoch [34/4000] | Avg Makespan: 830.88 | Actor Loss: -0.1045 | Critic Loss: 0.1314 | Grad Norm: 1.1301 | Clipped: 2/4
Epoch [35/4000] | Avg Makespan: 848.00 | Actor Loss: -0.2719 | Critic Loss: 0.0997 | Grad Norm: 0.8378 | Clipped: 1/4
Epoch [36/4000] | Avg Makespan: 538.75 | Actor Loss: 0.1641 | Critic Loss: 0.0496 | Grad Norm: 0.8864 | Clipped: 2/4
Epoch [37/4000] | Avg Makespan: 704.62 | Actor Loss: -0.0740 | Critic Loss: 0.0632 | Grad Norm: 0.6856 | Clipped: 1/4
Epoch [38/4000] | Avg Makespan: 689.12 | Actor Loss: -0.3302 | Critic Loss: 0.0882 | Grad Norm: 0.5805 | Clipped: 0/4
