Training on: cuda
Run directory: /home/wei/Desktop/AMR-DFJSP/runs/20260818_204340_only60_s44
Loaded 5000 dispatch events from test_case/v3/train_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_20.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_40.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_80.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_100.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_120.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_140.jsonl
Loaded 280 validation event(s).
Starting hybrid dock-aware extend_GNN PPO training with critic-based advantage.
Epoch [1/4000] | Avg Makespan: 666.38 | Actor Loss: -0.0046 | Critic Loss: 1.0424 | Grad Norm: 2.8817 | Clipped: 3/4
   -> Validation | Samples: 280 | Makespan: 744.53 | Invalid Jobs: 0.00 | Score: 748.10
   -> Val Score 748.10 (warming up 1/5, no selection yet)
   -> Saved updated training chart to /home/wei/Desktop/AMR-DFJSP/runs/20260818_204340_only60_s44/chart.png
Epoch [2/4000] | Avg Makespan: 632.38 | Actor Loss: -0.0011 | Critic Loss: 1.5826 | Grad Norm: 3.1905 | Clipped: 4/4
Epoch [3/4000] | Avg Makespan: 678.88 | Actor Loss: -0.0015 | Critic Loss: 0.9975 | Grad Norm: 1.6773 | Clipped: 4/4
Epoch [4/4000] | Avg Makespan: 647.25 | Actor Loss: -0.0035 | Critic Loss: 0.8028 | Grad Norm: 1.8998 | Clipped: 4/4
Epoch [5/4000] | Avg Makespan: 643.38 | Actor Loss: -0.0038 | Critic Loss: 0.1123 | Grad Norm: 0.7509 | Clipped: 1/4
Epoch [6/4000] | Avg Makespan: 643.00 | Actor Loss: -0.0010 | Critic Loss: 0.5158 | Grad Norm: 0.6110 | Clipped: 0/4
Epoch [7/4000] | Avg Makespan: 651.75 | Actor Loss: -0.0036 | Critic Loss: 0.8129 | Grad Norm: 0.5164 | Clipped: 0/4
Epoch [8/4000] | Avg Makespan: 632.25 | Actor Loss: -0.0001 | Critic Loss: 0.4925 | Grad Norm: 0.6330 | Clipped: 1/4
Epoch [9/4000] | Avg Makespan: 609.25 | Actor Loss: -0.0036 | Critic Loss: 0.3209 | Grad Norm: 0.5026 | Clipped: 0/4
Epoch [10/4000] | Avg Makespan: 638.38 | Actor Loss: 0.0003 | Critic Loss: 0.7895 | Grad Norm: 1.7519 | Clipped: 3/4
Epoch [11/4000] | Avg Makespan: 633.50 | Actor Loss: -0.0012 | Critic Loss: 1.1164 | Grad Norm: 2.3776 | Clipped: 4/4
Epoch [12/4000] | Avg Makespan: 567.38 | Actor Loss: -0.0005 | Critic Loss: 0.3741 | Grad Norm: 2.0695 | Clipped: 3/4
Epoch [13/4000] | Avg Makespan: 624.38 | Actor Loss: -0.0016 | Critic Loss: 1.2629 | Grad Norm: 4.1306 | Clipped: 4/4
Epoch [14/4000] | Avg Makespan: 594.00 | Actor Loss: -0.0017 | Critic Loss: 0.4793 | Grad Norm: 1.3925 | Clipped: 3/4
