   -> training feature mask L3 installed: {'amr': (9,), 'dock': (2, 3, 4, 5, 6), 'action': (2,)}
Training on: cuda
Run directory: /home/wei/Desktop/AMR-DFJSP/runs/20260825_013753_v10_E_s42
Loaded 5000 dispatch events from test_case/v3/train_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_20.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_40.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_80.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_100.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_120.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_140.jsonl
Loaded 280 validation event(s).
Starting hybrid dock-aware extend_GNN PPO training with critic-based advantage.
Second checkpoint protocol: Val Psi-hat selects checkpoints_v10/v10_E_s42_bestsurr.pth
Epoch [1/4000] | Avg Makespan: 667.97 | Actor Loss: -0.0031 | Critic Loss: 0.9473 | Grad Norm: 1.6432 | Clipped: 3/4
   -> Validation | Samples: 280 | Makespan: 671.33 | Invalid Jobs: 0.00 | Score: 671.33
   -> Val Score 671.33 (warming up 1/5, no selection yet)
   -> Val Psi-hat 671.70 (warming up 1/5, no selection yet)
   -> Saved updated training chart to /home/wei/Desktop/AMR-DFJSP/runs/20260825_013753_v10_E_s42/chart.png
Epoch [2/4000] | Avg Makespan: 674.69 | Actor Loss: -0.0030 | Critic Loss: 0.8403 | Grad Norm: 0.7059 | Clipped: 1/4
Epoch [3/4000] | Avg Makespan: 662.97 | Actor Loss: -0.0037 | Critic Loss: 0.4441 | Grad Norm: 0.4072 | Clipped: 0/4
Epoch [4/4000] | Avg Makespan: 657.10 | Actor Loss: -0.0025 | Critic Loss: 0.7205 | Grad Norm: 0.4822 | Clipped: 0/4
Epoch [5/4000] | Avg Makespan: 686.69 | Actor Loss: -0.0009 | Critic Loss: 0.5585 | Grad Norm: 2.2610 | Clipped: 3/4
Epoch [6/4000] | Avg Makespan: 637.87 | Actor Loss: -0.0013 | Critic Loss: 0.8160 | Grad Norm: 4.4484 | Clipped: 4/4
Epoch [7/4000] | Avg Makespan: 685.25 | Actor Loss: -0.0006 | Critic Loss: 1.1234 | Grad Norm: 6.2520 | Clipped: 4/4
Epoch [8/4000] | Avg Makespan: 657.17 | Actor Loss: -0.0019 | Critic Loss: 0.5428 | Grad Norm: 1.4023 | Clipped: 4/4
