Training on: cuda
Run directory: /home/wei/Desktop/AMR-DFJSP/runs/20260825_013802_v10_F_s43
Loaded 5000 dispatch events from test_case/v3/train_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_20.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_40.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_80.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_100.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_120.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_140.jsonl
Loaded 280 validation event(s).
Starting hybrid dock-aware extend_GNN PPO training with critic-based advantage.
Second checkpoint protocol: Val Psi-hat selects checkpoints_v10/v10_F_s43_bestsurr.pth
Epoch [1/4000] | Avg Makespan: 675.64 | Actor Loss: -0.0066 | Critic Loss: 0.8841 | Grad Norm: 1.6755 | Clipped: 3/4
   -> Validation | Samples: 280 | Makespan: 891.07 | Invalid Jobs: 0.01 | Score: 905.35
   -> Val Score 905.35 (warming up 1/5, no selection yet)
   -> Val Psi-hat 914.70 (warming up 1/5, no selection yet)
   -> Saved updated training chart to /home/wei/Desktop/AMR-DFJSP/runs/20260825_013802_v10_F_s43/chart.png
Epoch [2/4000] | Avg Makespan: 645.13 | Actor Loss: -0.0040 | Critic Loss: 1.1070 | Grad Norm: 1.5738 | Clipped: 4/4
Epoch [3/4000] | Avg Makespan: 642.80 | Actor Loss: -0.0035 | Critic Loss: 0.6801 | Grad Norm: 1.0659 | Clipped: 1/4
Epoch [4/4000] | Avg Makespan: 618.98 | Actor Loss: -0.0030 | Critic Loss: 0.2798 | Grad Norm: 0.6499 | Clipped: 0/4
Epoch [5/4000] | Avg Makespan: 626.99 | Actor Loss: -0.0007 | Critic Loss: 0.7703 | Grad Norm: 0.9374 | Clipped: 2/4
Epoch [6/4000] | Avg Makespan: 612.50 | Actor Loss: -0.0006 | Critic Loss: 0.3734 | Grad Norm: 0.7637 | Clipped: 1/4
Epoch [7/4000] | Avg Makespan: 650.85 | Actor Loss: -0.0008 | Critic Loss: 0.4053 | Grad Norm: 2.1658 | Clipped: 3/4
Epoch [8/4000] | Avg Makespan: 619.07 | Actor Loss: -0.0003 | Critic Loss: 0.6660 | Grad Norm: 3.3233 | Clipped: 4/4
Epoch [9/4000] | Avg Makespan: 647.03 | Actor Loss: -0.0003 | Critic Loss: 1.2555 | Grad Norm: 4.6353 | Clipped: 4/4
