   -> training feature mask L3 installed: {'amr': (9,), 'dock': (2, 3, 4, 5, 6), 'action': (2,)}
Training on: cuda
Run directory: /home/wei/Desktop/AMR-DFJSP/runs/20260819_144532_v10_C_s44
Loaded 5000 dispatch events from test_case/v3/train_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_20.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_40.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_80.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_100.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_120.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_140.jsonl
Loaded 280 validation event(s).
Starting hybrid dock-aware extend_GNN PPO training with critic-based advantage.
Epoch [1/4000] | Avg Makespan: 666.50 | Actor Loss: -0.0043 | Critic Loss: 1.0252 | Grad Norm: 2.7186 | Clipped: 3/4
   -> Validation | Samples: 280 | Makespan: 798.11 | Invalid Jobs: 0.02 | Score: 819.54
   -> Val Score 819.54 (warming up 1/5, no selection yet)
   -> Saved updated training chart to /home/wei/Desktop/AMR-DFJSP/runs/20260819_144532_v10_C_s44/chart.png
Epoch [2/4000] | Avg Makespan: 637.12 | Actor Loss: -0.0010 | Critic Loss: 0.9448 | Grad Norm: 2.9539 | Clipped: 4/4
Epoch [3/4000] | Avg Makespan: 674.62 | Actor Loss: -0.0020 | Critic Loss: 0.9295 | Grad Norm: 2.3022 | Clipped: 4/4
Epoch [4/4000] | Avg Makespan: 622.38 | Actor Loss: -0.0023 | Critic Loss: 0.7985 | Grad Norm: 2.1739 | Clipped: 4/4
Epoch [5/4000] | Avg Makespan: 662.75 | Actor Loss: -0.0013 | Critic Loss: 1.1161 | Grad Norm: 1.2877 | Clipped: 4/4
Epoch [6/4000] | Avg Makespan: 628.88 | Actor Loss: -0.0014 | Critic Loss: 0.5332 | Grad Norm: 1.5206 | Clipped: 4/4
Epoch [7/4000] | Avg Makespan: 612.62 | Actor Loss: -0.0009 | Critic Loss: 0.7248 | Grad Norm: 0.8342 | Clipped: 2/4
Epoch [8/4000] | Avg Makespan: 620.88 | Actor Loss: -0.0010 | Critic Loss: 0.4388 | Grad Norm: 1.4197 | Clipped: 3/4
Epoch [9/4000] | Avg Makespan: 679.88 | Actor Loss: -0.0007 | Critic Loss: 0.8713 | Grad Norm: 1.9028 | Clipped: 3/4
Epoch [10/4000] | Avg Makespan: 648.50 | Actor Loss: -0.0007 | Critic Loss: 1.2665 | Grad Norm: 3.1579 | Clipped: 4/4
Epoch [11/4000] | Avg Makespan: 603.25 | Actor Loss: -0.0005 | Critic Loss: 1.2483 | Grad Norm: 3.0326 | Clipped: 4/4
Epoch [12/4000] | Avg Makespan: 643.25 | Actor Loss: -0.0015 | Critic Loss: 0.3916 | Grad Norm: 1.0851 | Clipped: 3/4
Epoch [13/4000] | Avg Makespan: 630.38 | Actor Loss: -0.0019 | Critic Loss: 0.6035 | Grad Norm: 0.4050 | Clipped: 0/4
Epoch [14/4000] | Avg Makespan: 646.88 | Actor Loss: -0.0014 | Critic Loss: 0.6312 | Grad Norm: 0.2707 | Clipped: 0/4
Epoch [15/4000] | Avg Makespan: 599.62 | Actor Loss: -0.0009 | Critic Loss: 1.1367 | Grad Norm: 1.8149 | Clipped: 4/4
Epoch [16/4000] | Avg Makespan: 595.75 | Actor Loss: -0.0014 | Critic Loss: 0.7403 | Grad Norm: 0.5725 | Clipped: 1/4
Epoch [17/4000] | Avg Makespan: 647.50 | Actor Loss: -0.0003 | Critic Loss: 1.1713 | Grad Norm: 2.3296 | Clipped: 4/4
Epoch [18/4000] | Avg Makespan: 642.38 | Actor Loss: -0.0007 | Critic Loss: 0.9863 | Grad Norm: 1.2952 | Clipped: 3/4
Epoch [19/4000] | Avg Makespan: 654.00 | Actor Loss: -0.0015 | Critic Loss: 1.1406 | Grad Norm: 0.7721 | Clipped: 1/4
Epoch [20/4000] | Avg Makespan: 644.12 | Actor Loss: -0.0025 | Critic Loss: 1.7247 | Grad Norm: 1.2901 | Clipped: 3/4
Epoch [21/4000] | Avg Makespan: 603.00 | Actor Loss: 0.0001 | Critic Loss: 1.0916 | Grad Norm: 1.1434 | Clipped: 2/4
Epoch [22/4000] | Avg Makespan: 588.88 | Actor Loss: -0.0021 | Critic Loss: 0.8181 | Grad Norm: 0.8996 | Clipped: 2/4
Epoch [23/4000] | Avg Makespan: 626.75 | Actor Loss: -0.0016 | Critic Loss: 1.0706 | Grad Norm: 1.8235 | Clipped: 3/4
Epoch [24/4000] | Avg Makespan: 596.00 | Actor Loss: -0.0026 | Critic Loss: 0.7924 | Grad Norm: 3.2398 | Clipped: 4/4
Epoch [25/4000] | Avg Makespan: 602.38 | Actor Loss: -0.0018 | Critic Loss: 0.2069 | Grad Norm: 0.7756 | Clipped: 1/4
Epoch [26/4000] | Avg Makespan: 589.88 | Actor Loss: -0.0018 | Critic Loss: 0.8674 | Grad Norm: 0.8419 | Clipped: 1/4
Epoch [27/4000] | Avg Makespan: 571.25 | Actor Loss: -0.0014 | Critic Loss: 0.4052 | Grad Norm: 0.7790 | Clipped: 0/4
Epoch [28/4000] | Avg Makespan: 570.25 | Actor Loss: -0.0014 | Critic Loss: 0.3344 | Grad Norm: 0.4601 | Clipped: 0/4
Epoch [29/4000] | Avg Makespan: 594.00 | Actor Loss: -0.0030 | Critic Loss: 0.5110 | Grad Norm: 1.0869 | Clipped: 2/4
Epoch [30/4000] | Avg Makespan: 561.00 | Actor Loss: 0.0003 | Critic Loss: 0.9037 | Grad Norm: 1.7016 | Clipped: 4/4
Epoch [31/4000] | Avg Makespan: 551.38 | Actor Loss: -0.0020 | Critic Loss: 0.5979 | Grad Norm: 1.1598 | Clipped: 2/4
Epoch [32/4000] | Avg Makespan: 591.75 | Actor Loss: -0.0015 | Critic Loss: 1.1178 | Grad Norm: 1.9114 | Clipped: 4/4
Epoch [33/4000] | Avg Makespan: 571.25 | Actor Loss: -0.0064 | Critic Loss: 0.4757 | Grad Norm: 0.8097 | Clipped: 1/4
Epoch [34/4000] | Avg Makespan: 554.38 | Actor Loss: -0.0036 | Critic Loss: 0.4149 | Grad Norm: 0.7639 | Clipped: 1/4
Epoch [35/4000] | Avg Makespan: 548.00 | Actor Loss: -0.0058 | Critic Loss: 0.2182 | Grad Norm: 0.5400 | Clipped: 0/4
Epoch [36/4000] | Avg Makespan: 544.38 | Actor Loss: -0.0029 | Critic Loss: 0.1516 | Grad Norm: 0.3249 | Clipped: 0/4
Epoch [37/4000] | Avg Makespan: 528.25 | Actor Loss: -0.0037 | Critic Loss: 0.3180 | Grad Norm: 0.3022 | Clipped: 0/4
Epoch [38/4000] | Avg Makespan: 527.50 | Actor Loss: -0.0037 | Critic Loss: 0.3576 | Grad Norm: 0.3147 | Clipped: 0/4
Epoch [39/4000] | Avg Makespan: 534.88 | Actor Loss: -0.0040 | Critic Loss: 0.3800 | Grad Norm: 0.3895 | Clipped: 0/4
Epoch [40/4000] | Avg Makespan: 485.25 | Actor Loss: -0.0037 | Critic Loss: 0.5805 | Grad Norm: 1.3176 | Clipped: 4/4
Epoch [41/4000] | Avg Makespan: 491.12 | Actor Loss: -0.0033 | Critic Loss: 0.1896 | Grad Norm: 0.4348 | Clipped: 0/4
Epoch [42/4000] | Avg Makespan: 505.75 | Actor Loss: -0.0040 | Critic Loss: 0.2235 | Grad Norm: 1.1597 | Clipped: 3/4
Epoch [43/4000] | Avg Makespan: 490.50 | Actor Loss: -0.0006 | Critic Loss: 0.1630 | Grad Norm: 0.3959 | Clipped: 0/4
Epoch [44/4000] | Avg Makespan: 476.38 | Actor Loss: -0.0029 | Critic Loss: 0.1862 | Grad Norm: 0.7806 | Clipped: 0/4
