Training on: cuda
Run directory: /home/wei/Desktop/AMR-DFJSP/runs/20260825_013809_v10_F_s44
Loaded 5000 dispatch events from test_case/v3/train_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_20.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_40.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_80.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_100.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_120.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_140.jsonl
Loaded 280 validation event(s).
Starting hybrid dock-aware extend_GNN PPO training with critic-based advantage.
Second checkpoint protocol: Val Psi-hat selects checkpoints_v10/v10_F_s44_bestsurr.pth
Epoch [1/4000] | Avg Makespan: 678.10 | Actor Loss: -0.0049 | Critic Loss: 1.0379 | Grad Norm: 2.8698 | Clipped: 3/4
   -> Validation | Samples: 280 | Makespan: 748.02 | Invalid Jobs: 0.01 | Score: 758.74
   -> Val Score 758.74 (warming up 1/5, no selection yet)
   -> Val Psi-hat 750.47 (warming up 1/5, no selection yet)
   -> Saved updated training chart to /home/wei/Desktop/AMR-DFJSP/runs/20260825_013809_v10_F_s44/chart.png
Epoch [2/4000] | Avg Makespan: 668.77 | Actor Loss: -0.0009 | Critic Loss: 1.4193 | Grad Norm: 2.2427 | Clipped: 4/4
Epoch [3/4000] | Avg Makespan: 702.69 | Actor Loss: -0.0025 | Critic Loss: 1.1448 | Grad Norm: 2.0585 | Clipped: 4/4
Epoch [4/4000] | Avg Makespan: 685.01 | Actor Loss: -0.0025 | Critic Loss: 1.2376 | Grad Norm: 1.2537 | Clipped: 3/4
Epoch [5/4000] | Avg Makespan: 672.03 | Actor Loss: -0.0029 | Critic Loss: 0.5607 | Grad Norm: 0.9479 | Clipped: 2/4
Epoch [6/4000] | Avg Makespan: 674.99 | Actor Loss: -0.0020 | Critic Loss: 0.8802 | Grad Norm: 1.0885 | Clipped: 3/4
Epoch [7/4000] | Avg Makespan: 672.19 | Actor Loss: -0.0007 | Critic Loss: 1.0242 | Grad Norm: 1.3335 | Clipped: 3/4
Epoch [8/4000] | Avg Makespan: 638.05 | Actor Loss: -0.0021 | Critic Loss: 0.3224 | Grad Norm: 0.7797 | Clipped: 0/4
Epoch [9/4000] | Avg Makespan: 672.78 | Actor Loss: -0.0033 | Critic Loss: 1.0119 | Grad Norm: 2.1087 | Clipped: 4/4
Epoch [10/4000] | Avg Makespan: 634.04 | Actor Loss: -0.0003 | Critic Loss: 0.3824 | Grad Norm: 2.0158 | Clipped: 4/4
Epoch [11/4000] | Avg Makespan: 637.10 | Actor Loss: -0.0013 | Critic Loss: 0.4838 | Grad Norm: 1.3553 | Clipped: 3/4
Epoch [12/4000] | Avg Makespan: 619.09 | Actor Loss: 0.0006 | Critic Loss: 0.2409 | Grad Norm: 1.7373 | Clipped: 3/4
Epoch [13/4000] | Avg Makespan: 624.46 | Actor Loss: -0.0021 | Critic Loss: 0.3947 | Grad Norm: 1.2598 | Clipped: 3/4
Epoch [14/4000] | Avg Makespan: 636.68 | Actor Loss: -0.0014 | Critic Loss: 0.5968 | Grad Norm: 1.3223 | Clipped: 2/4
Epoch [15/4000] | Avg Makespan: 600.32 | Actor Loss: -0.0033 | Critic Loss: 0.6796 | Grad Norm: 1.6534 | Clipped: 4/4
Epoch [16/4000] | Avg Makespan: 572.44 | Actor Loss: -0.0007 | Critic Loss: 0.3205 | Grad Norm: 0.7527 | Clipped: 0/4
Epoch [17/4000] | Avg Makespan: 675.32 | Actor Loss: -0.0004 | Critic Loss: 1.5488 | Grad Norm: 4.2271 | Clipped: 4/4
Epoch [18/4000] | Avg Makespan: 637.77 | Actor Loss: 0.0010 | Critic Loss: 0.6886 | Grad Norm: 4.3905 | Clipped: 3/4
Epoch [19/4000] | Avg Makespan: 637.84 | Actor Loss: -0.0031 | Critic Loss: 0.5189 | Grad Norm: 1.3091 | Clipped: 3/4
Epoch [20/4000] | Avg Makespan: 612.96 | Actor Loss: 0.0000 | Critic Loss: 0.3659 | Grad Norm: 2.2044 | Clipped: 4/4
Epoch [21/4000] | Avg Makespan: 611.79 | Actor Loss: -0.0020 | Critic Loss: 0.5952 | Grad Norm: 1.0427 | Clipped: 2/4
Epoch [22/4000] | Avg Makespan: 621.54 | Actor Loss: -0.0007 | Critic Loss: 0.6153 | Grad Norm: 1.3470 | Clipped: 3/4
Epoch [23/4000] | Avg Makespan: 609.42 | Actor Loss: -0.0013 | Critic Loss: 0.5114 | Grad Norm: 1.1636 | Clipped: 3/4
Epoch [24/4000] | Avg Makespan: 593.14 | Actor Loss: -0.0018 | Critic Loss: 0.3114 | Grad Norm: 1.0148 | Clipped: 1/4
Epoch [25/4000] | Avg Makespan: 598.03 | Actor Loss: -0.0036 | Critic Loss: 0.2471 | Grad Norm: 0.5426 | Clipped: 0/4
Epoch [26/4000] | Avg Makespan: 565.41 | Actor Loss: -0.0010 | Critic Loss: 0.3855 | Grad Norm: 1.7358 | Clipped: 3/4
Epoch [27/4000] | Avg Makespan: 548.74 | Actor Loss: -0.0020 | Critic Loss: 0.1781 | Grad Norm: 0.8414 | Clipped: 1/4
Epoch [28/4000] | Avg Makespan: 551.46 | Actor Loss: -0.0047 | Critic Loss: 0.1715 | Grad Norm: 0.6656 | Clipped: 0/4
Epoch [29/4000] | Avg Makespan: 544.28 | Actor Loss: -0.0020 | Critic Loss: 0.1620 | Grad Norm: 0.5186 | Clipped: 0/4
Epoch [30/4000] | Avg Makespan: 563.16 | Actor Loss: 0.0003 | Critic Loss: 0.2519 | Grad Norm: 1.4063 | Clipped: 2/4
Epoch [31/4000] | Avg Makespan: 534.39 | Actor Loss: -0.0015 | Critic Loss: 0.4077 | Grad Norm: 3.1978 | Clipped: 4/4
Epoch [32/4000] | Avg Makespan: 532.86 | Actor Loss: -0.0018 | Critic Loss: 0.1751 | Grad Norm: 1.1441 | Clipped: 3/4
Epoch [33/4000] | Avg Makespan: 518.07 | Actor Loss: -0.0018 | Critic Loss: 0.2665 | Grad Norm: 0.7801 | Clipped: 1/4
Epoch [34/4000] | Avg Makespan: 507.28 | Actor Loss: -0.0015 | Critic Loss: 0.2274 | Grad Norm: 0.7633 | Clipped: 1/4
Epoch [35/4000] | Avg Makespan: 537.44 | Actor Loss: -0.0056 | Critic Loss: 0.2686 | Grad Norm: 1.8453 | Clipped: 4/4
Epoch [36/4000] | Avg Makespan: 514.68 | Actor Loss: -0.0028 | Critic Loss: 0.1413 | Grad Norm: 1.1093 | Clipped: 3/4
Epoch [37/4000] | Avg Makespan: 505.84 | Actor Loss: -0.0036 | Critic Loss: 0.1581 | Grad Norm: 0.7188 | Clipped: 0/4
Epoch [38/4000] | Avg Makespan: 503.32 | Actor Loss: -0.0056 | Critic Loss: 0.2643 | Grad Norm: 0.8267 | Clipped: 1/4
Epoch [39/4000] | Avg Makespan: 473.56 | Actor Loss: -0.0030 | Critic Loss: 0.1287 | Grad Norm: 1.1534 | Clipped: 3/4
Epoch [40/4000] | Avg Makespan: 476.00 | Actor Loss: -0.0034 | Critic Loss: 0.1267 | Grad Norm: 1.1078 | Clipped: 3/4
Epoch [41/4000] | Avg Makespan: 458.51 | Actor Loss: -0.0020 | Critic Loss: 0.1551 | Grad Norm: 0.6325 | Clipped: 0/4
Epoch [42/4000] | Avg Makespan: 464.50 | Actor Loss: -0.0030 | Critic Loss: 0.0558 | Grad Norm: 0.3457 | Clipped: 0/4
Epoch [43/4000] | Avg Makespan: 436.63 | Actor Loss: -0.0045 | Critic Loss: 0.0904 | Grad Norm: 0.4218 | Clipped: 0/4
Epoch [44/4000] | Avg Makespan: 443.76 | Actor Loss: -0.0069 | Critic Loss: 0.0394 | Grad Norm: 0.5431 | Clipped: 0/4
Epoch [45/4000] | Avg Makespan: 441.31 | Actor Loss: -0.0043 | Critic Loss: 0.0519 | Grad Norm: 0.4649 | Clipped: 0/4
Epoch [46/4000] | Avg Makespan: 451.74 | Actor Loss: -0.0046 | Critic Loss: 0.0197 | Grad Norm: 0.3887 | Clipped: 0/4
Epoch [47/4000] | Avg Makespan: 431.58 | Actor Loss: -0.0041 | Critic Loss: 0.0312 | Grad Norm: 0.5062 | Clipped: 0/4
Epoch [48/4000] | Avg Makespan: 424.45 | Actor Loss: -0.0044 | Critic Loss: 0.0561 | Grad Norm: 0.5795 | Clipped: 0/4
Epoch [49/4000] | Avg Makespan: 445.16 | Actor Loss: -0.0008 | Critic Loss: 0.0819 | Grad Norm: 0.7302 | Clipped: 1/4
Epoch [50/4000] | Avg Makespan: 433.58 | Actor Loss: -0.0041 | Critic Loss: 0.0729 | Grad Norm: 0.9176 | Clipped: 1/4
Epoch [51/4000] | Avg Makespan: 444.90 | Actor Loss: -0.0073 | Critic Loss: 0.0851 | Grad Norm: 0.6717 | Clipped: 0/4
Epoch [52/4000] | Avg Makespan: 445.96 | Actor Loss: -0.0027 | Critic Loss: 0.0352 | Grad Norm: 0.6250 | Clipped: 0/4
Epoch [53/4000] | Avg Makespan: 435.90 | Actor Loss: -0.0037 | Critic Loss: 0.0433 | Grad Norm: 0.8829 | Clipped: 1/4
Epoch [54/4000] | Avg Makespan: 437.12 | Actor Loss: -0.0022 | Critic Loss: 0.1370 | Grad Norm: 0.7127 | Clipped: 1/4
Epoch [55/4000] | Avg Makespan: 429.73 | Actor Loss: -0.0047 | Critic Loss: 0.0537 | Grad Norm: 0.5125 | Clipped: 0/4
Epoch [56/4000] | Avg Makespan: 426.61 | Actor Loss: -0.0057 | Critic Loss: 0.0566 | Grad Norm: 0.5431 | Clipped: 0/4
Epoch [57/4000] | Avg Makespan: 421.58 | Actor Loss: -0.0042 | Critic Loss: 0.0466 | Grad Norm: 0.6177 | Clipped: 0/4
Epoch [58/4000] | Avg Makespan: 407.53 | Actor Loss: -0.0023 | Critic Loss: 0.0554 | Grad Norm: 0.6675 | Clipped: 1/4
Epoch [59/4000] | Avg Makespan: 411.63 | Actor Loss: -0.0012 | Critic Loss: 0.0712 | Grad Norm: 0.5292 | Clipped: 0/4
Epoch [60/4000] | Avg Makespan: 420.00 | Actor Loss: -0.0047 | Critic Loss: 0.0472 | Grad Norm: 0.5164 | Clipped: 0/4
Epoch [61/4000] | Avg Makespan: 408.85 | Actor Loss: -0.0047 | Critic Loss: 0.0852 | Grad Norm: 0.4727 | Clipped: 0/4
Epoch [62/4000] | Avg Makespan: 417.42 | Actor Loss: -0.0048 | Critic Loss: 0.1251 | Grad Norm: 0.6797 | Clipped: 0/4
Epoch [63/4000] | Avg Makespan: 394.38 | Actor Loss: -0.0050 | Critic Loss: 0.0843 | Grad Norm: 0.7949 | Clipped: 0/4
Epoch [64/4000] | Avg Makespan: 400.46 | Actor Loss: -0.0068 | Critic Loss: 0.0464 | Grad Norm: 0.5198 | Clipped: 0/4
Epoch [65/4000] | Avg Makespan: 401.40 | Actor Loss: -0.0081 | Critic Loss: 0.0392 | Grad Norm: 0.6311 | Clipped: 0/4
Epoch [66/4000] | Avg Makespan: 404.83 | Actor Loss: -0.0053 | Critic Loss: 0.0869 | Grad Norm: 0.4879 | Clipped: 0/4
Epoch [67/4000] | Avg Makespan: 406.06 | Actor Loss: -0.0107 | Critic Loss: 0.1138 | Grad Norm: 0.6211 | Clipped: 0/4
Epoch [68/4000] | Avg Makespan: 382.30 | Actor Loss: -0.0061 | Critic Loss: 0.0381 | Grad Norm: 0.7413 | Clipped: 1/4
