   -> training feature mask L3 installed: {'amr': (9,), 'dock': (2, 3, 4, 5, 6), 'action': (2,)}
Training on: cuda
Run directory: /home/wei/Desktop/AMR-DFJSP/runs/20260828_041938_v10_C_s43
Loaded 5000 dispatch events from test_case/v3/train_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_20.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_40.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_80.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_100.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_120.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_140.jsonl
Loaded 280 validation event(s).
Starting hybrid dock-aware extend_GNN PPO training with critic-based advantage.
Epoch [1/4000] | Avg Makespan: 650.25 | Actor Loss: -0.0036 | Critic Loss: 0.8330 | Grad Norm: 1.0439 | Clipped: 1/4
Epoch [62/4000] | Avg Makespan: 506.75 | Actor Loss: -0.0022 | Critic Loss: 0.3365 | Grad Norm: 0.5696 | Clipped: 0/4
Epoch [63/4000] | Avg Makespan: 485.62 | Actor Loss: -0.0011 | Critic Loss: 0.2265 | Grad Norm: 1.2292 | Clipped: 4/4
Epoch [64/4000] | Avg Makespan: 510.88 | Actor Loss: -0.0030 | Critic Loss: 0.3405 | Grad Norm: 0.4598 | Clipped: 0/4
Epoch [65/4000] | Avg Makespan: 496.62 | Actor Loss: -0.0038 | Critic Loss: 0.0613 | Grad Norm: 0.5488 | Clipped: 0/4
Epoch [66/4000] | Avg Makespan: 478.12 | Actor Loss: -0.0056 | Critic Loss: 0.1953 | Grad Norm: 0.6605 | Clipped: 0/4
Epoch [67/4000] | Avg Makespan: 478.88 | Actor Loss: -0.0029 | Critic Loss: 0.3243 | Grad Norm: 0.6992 | Clipped: 0/4
Epoch [68/4000] | Avg Makespan: 484.88 | Actor Loss: -0.0040 | Critic Loss: 0.0586 | Grad Norm: 0.7209 | Clipped: 1/4
Epoch [69/4000] | Avg Makespan: 483.38 | Actor Loss: -0.0038 | Critic Loss: 0.0905 | Grad Norm: 0.5649 | Clipped: 0/4
Epoch [70/4000] | Avg Makespan: 481.25 | Actor Loss: -0.0062 | Critic Loss: 0.2268 | Grad Norm: 0.3764 | Clipped: 0/4
Epoch [71/4000] | Avg Makespan: 473.12 | Actor Loss: -0.0024 | Critic Loss: 0.1462 | Grad Norm: 0.4226 | Clipped: 0/4
Epoch [72/4000] | Avg Makespan: 465.38 | Actor Loss: -0.0035 | Critic Loss: 0.1249 | Grad Norm: 0.4856 | Clipped: 0/4
Epoch [73/4000] | Avg Makespan: 465.75 | Actor Loss: -0.0028 | Critic Loss: 0.0906 | Grad Norm: 0.4731 | Clipped: 0/4
Epoch [74/4000] | Avg Makespan: 469.12 | Actor Loss: -0.0012 | Critic Loss: 0.0706 | Grad Norm: 0.4803 | Clipped: 0/4
Epoch [75/4000] | Avg Makespan: 499.12 | Actor Loss: -0.0024 | Critic Loss: 0.3873 | Grad Norm: 0.6610 | Clipped: 0/4
Epoch [76/4000] | Avg Makespan: 474.88 | Actor Loss: -0.0014 | Critic Loss: 0.2133 | Grad Norm: 0.8125 | Clipped: 0/4
Epoch [77/4000] | Avg Makespan: 471.75 | Actor Loss: -0.0017 | Critic Loss: 0.1183 | Grad Norm: 0.5097 | Clipped: 0/4
Epoch [78/4000] | Avg Makespan: 471.62 | Actor Loss: -0.0034 | Critic Loss: 0.1278 | Grad Norm: 0.5213 | Clipped: 0/4
Epoch [79/4000] | Avg Makespan: 469.50 | Actor Loss: -0.0061 | Critic Loss: 0.1632 | Grad Norm: 0.4754 | Clipped: 0/4
Epoch [80/4000] | Avg Makespan: 492.62 | Actor Loss: -0.0030 | Critic Loss: 0.2844 | Grad Norm: 0.4600 | Clipped: 0/4
Epoch [81/4000] | Avg Makespan: 470.25 | Actor Loss: -0.0012 | Critic Loss: 0.2732 | Grad Norm: 0.6683 | Clipped: 0/4
Epoch [82/4000] | Avg Makespan: 458.75 | Actor Loss: -0.0027 | Critic Loss: 0.1840 | Grad Norm: 0.7500 | Clipped: 1/4
Epoch [83/4000] | Avg Makespan: 442.00 | Actor Loss: -0.0007 | Critic Loss: 0.1136 | Grad Norm: 0.6114 | Clipped: 0/4
Epoch [84/4000] | Avg Makespan: 460.38 | Actor Loss: -0.0021 | Critic Loss: 0.2629 | Grad Norm: 0.8245 | Clipped: 0/4
Epoch [85/4000] | Avg Makespan: 453.12 | Actor Loss: -0.0022 | Critic Loss: 0.1249 | Grad Norm: 0.5856 | Clipped: 0/4
Epoch [86/4000] | Avg Makespan: 453.25 | Actor Loss: -0.0028 | Critic Loss: 0.0718 | Grad Norm: 0.4237 | Clipped: 0/4
Epoch [87/4000] | Avg Makespan: 457.25 | Actor Loss: -0.0006 | Critic Loss: 0.1498 | Grad Norm: 0.5079 | Clipped: 0/4
Epoch [88/4000] | Avg Makespan: 461.62 | Actor Loss: -0.0029 | Critic Loss: 0.0909 | Grad Norm: 0.3394 | Clipped: 0/4
Epoch [89/4000] | Avg Makespan: 478.88 | Actor Loss: -0.0043 | Critic Loss: 0.2262 | Grad Norm: 0.5992 | Clipped: 0/4
Epoch [90/4000] | Avg Makespan: 478.62 | Actor Loss: -0.0047 | Critic Loss: 0.0677 | Grad Norm: 0.4556 | Clipped: 0/4
Epoch [91/4000] | Avg Makespan: 453.12 | Actor Loss: -0.0073 | Critic Loss: 0.3341 | Grad Norm: 0.8501 | Clipped: 0/4
Epoch [92/4000] | Avg Makespan: 455.25 | Actor Loss: -0.0010 | Critic Loss: 0.1418 | Grad Norm: 0.6251 | Clipped: 0/4
Epoch [93/4000] | Avg Makespan: 458.12 | Actor Loss: -0.0024 | Critic Loss: 0.1662 | Grad Norm: 0.6048 | Clipped: 0/4
Epoch [94/4000] | Avg Makespan: 430.12 | Actor Loss: -0.0029 | Critic Loss: 0.0804 | Grad Norm: 0.5288 | Clipped: 0/4
Epoch [95/4000] | Avg Makespan: 459.25 | Actor Loss: -0.0018 | Critic Loss: 0.1837 | Grad Norm: 0.6183 | Clipped: 0/4
Epoch [96/4000] | Avg Makespan: 440.62 | Actor Loss: -0.0023 | Critic Loss: 0.0297 | Grad Norm: 0.3882 | Clipped: 0/4
Epoch [97/4000] | Avg Makespan: 437.88 | Actor Loss: -0.0036 | Critic Loss: 0.0933 | Grad Norm: 0.4916 | Clipped: 0/4
Epoch [98/4000] | Avg Makespan: 448.00 | Actor Loss: -0.0036 | Critic Loss: 0.0805 | Grad Norm: 0.5820 | Clipped: 0/4
Epoch [99/4000] | Avg Makespan: 437.50 | Actor Loss: -0.0013 | Critic Loss: 0.0997 | Grad Norm: 0.4948 | Clipped: 0/4
Epoch [100/4000] | Avg Makespan: 433.75 | Actor Loss: -0.0024 | Critic Loss: 0.0470 | Grad Norm: 0.4431 | Clipped: 0/4
   -> Validation | Samples: 280 | Makespan: 540.40 | Invalid Jobs: 0.04 | Score: 579.69
   -> Val Score 579.69 (warming up 2/5, no selection yet)
   -> Saved updated training chart to /home/wei/Desktop/AMR-DFJSP/runs/20260828_041938_v10_C_s43/chart.png
Epoch [101/4000] | Avg Makespan: 433.12 | Actor Loss: -0.0032 | Critic Loss: 0.0779 | Grad Norm: 0.7738 | Clipped: 1/4
Epoch [102/4000] | Avg Makespan: 437.38 | Actor Loss: -0.0040 | Critic Loss: 0.0722 | Grad Norm: 0.5675 | Clipped: 0/4
Epoch [103/4000] | Avg Makespan: 425.75 | Actor Loss: -0.0024 | Critic Loss: 0.0426 | Grad Norm: 0.4982 | Clipped: 0/4
Epoch [104/4000] | Avg Makespan: 430.88 | Actor Loss: -0.0031 | Critic Loss: 0.0749 | Grad Norm: 0.4592 | Clipped: 0/4
Epoch [105/4000] | Avg Makespan: 435.88 | Actor Loss: -0.0033 | Critic Loss: 0.0768 | Grad Norm: 0.5048 | Clipped: 0/4
Epoch [106/4000] | Avg Makespan: 416.12 | Actor Loss: -0.0025 | Critic Loss: 0.0898 | Grad Norm: 0.5175 | Clipped: 0/4
Epoch [107/4000] | Avg Makespan: 411.50 | Actor Loss: -0.0035 | Critic Loss: 0.1020 | Grad Norm: 0.5518 | Clipped: 0/4
Epoch [108/4000] | Avg Makespan: 420.75 | Actor Loss: -0.0031 | Critic Loss: 0.1018 | Grad Norm: 0.6505 | Clipped: 0/4
Epoch [109/4000] | Avg Makespan: 421.12 | Actor Loss: -0.0057 | Critic Loss: 0.1146 | Grad Norm: 0.7138 | Clipped: 0/4
Epoch [110/4000] | Avg Makespan: 429.88 | Actor Loss: -0.0042 | Critic Loss: 0.0346 | Grad Norm: 0.6913 | Clipped: 0/4
Epoch [111/4000] | Avg Makespan: 433.38 | Actor Loss: -0.0044 | Critic Loss: 0.0546 | Grad Norm: 0.6238 | Clipped: 0/4
Epoch [112/4000] | Avg Makespan: 444.25 | Actor Loss: -0.0056 | Critic Loss: 0.1365 | Grad Norm: 0.5938 | Clipped: 0/4
Epoch [113/4000] | Avg Makespan: 433.88 | Actor Loss: -0.0050 | Critic Loss: 0.1599 | Grad Norm: 0.5901 | Clipped: 0/4
Epoch [114/4000] | Avg Makespan: 438.62 | Actor Loss: -0.0033 | Critic Loss: 0.2074 | Grad Norm: 0.6085 | Clipped: 0/4
Epoch [115/4000] | Avg Makespan: 428.88 | Actor Loss: -0.0038 | Critic Loss: 0.0242 | Grad Norm: 0.7221 | Clipped: 0/4
Epoch [116/4000] | Avg Makespan: 440.50 | Actor Loss: -0.0013 | Critic Loss: 0.0625 | Grad Norm: 0.6132 | Clipped: 0/4
Epoch [117/4000] | Avg Makespan: 429.62 | Actor Loss: -0.0013 | Critic Loss: 0.1022 | Grad Norm: 0.5904 | Clipped: 0/4
Epoch [118/4000] | Avg Makespan: 426.12 | Actor Loss: -0.0009 | Critic Loss: 0.0276 | Grad Norm: 0.5526 | Clipped: 0/4
Epoch [119/4000] | Avg Makespan: 442.12 | Actor Loss: -0.0038 | Critic Loss: 0.0625 | Grad Norm: 0.6793 | Clipped: 0/4
Epoch [120/4000] | Avg Makespan: 434.62 | Actor Loss: -0.0016 | Critic Loss: 0.0500 | Grad Norm: 0.4673 | Clipped: 0/4
Epoch [121/4000] | Avg Makespan: 427.62 | Actor Loss: -0.0041 | Critic Loss: 0.0740 | Grad Norm: 0.6397 | Clipped: 0/4
Epoch [122/4000] | Avg Makespan: 435.00 | Actor Loss: -0.0029 | Critic Loss: 0.2489 | Grad Norm: 0.5196 | Clipped: 0/4
Epoch [123/4000] | Avg Makespan: 427.75 | Actor Loss: -0.0055 | Critic Loss: 0.0530 | Grad Norm: 0.4175 | Clipped: 0/4
Epoch [124/4000] | Avg Makespan: 442.50 | Actor Loss: -0.0072 | Critic Loss: 0.1215 | Grad Norm: 0.8560 | Clipped: 2/4
Epoch [125/4000] | Avg Makespan: 425.50 | Actor Loss: -0.0028 | Critic Loss: 0.1404 | Grad Norm: 0.6384 | Clipped: 0/4
Epoch [126/4000] | Avg Makespan: 425.12 | Actor Loss: -0.0020 | Critic Loss: 0.0658 | Grad Norm: 0.3022 | Clipped: 0/4
Epoch [127/4000] | Avg Makespan: 438.25 | Actor Loss: -0.0026 | Critic Loss: 0.1299 | Grad Norm: 0.4684 | Clipped: 0/4
Epoch [128/4000] | Avg Makespan: 422.62 | Actor Loss: -0.0036 | Critic Loss: 0.0285 | Grad Norm: 0.6432 | Clipped: 0/4
Epoch [129/4000] | Avg Makespan: 432.62 | Actor Loss: -0.0028 | Critic Loss: 0.0626 | Grad Norm: 0.4962 | Clipped: 0/4
Epoch [130/4000] | Avg Makespan: 427.50 | Actor Loss: -0.0050 | Critic Loss: 0.0811 | Grad Norm: 0.6311 | Clipped: 0/4
Epoch [131/4000] | Avg Makespan: 447.50 | Actor Loss: -0.0039 | Critic Loss: 0.0582 | Grad Norm: 0.7224 | Clipped: 1/4
Epoch [132/4000] | Avg Makespan: 442.25 | Actor Loss: -0.0031 | Critic Loss: 0.0636 | Grad Norm: 0.7711 | Clipped: 1/4
Epoch [133/4000] | Avg Makespan: 435.88 | Actor Loss: -0.0033 | Critic Loss: 0.1105 | Grad Norm: 0.7381 | Clipped: 0/4
Epoch [134/4000] | Avg Makespan: 435.62 | Actor Loss: -0.0010 | Critic Loss: 0.0701 | Grad Norm: 0.5855 | Clipped: 0/4
Epoch [135/4000] | Avg Makespan: 442.75 | Actor Loss: -0.0020 | Critic Loss: 0.0991 | Grad Norm: 0.5244 | Clipped: 0/4
Epoch [136/4000] | Avg Makespan: 439.12 | Actor Loss: -0.0018 | Critic Loss: 0.1141 | Grad Norm: 0.4156 | Clipped: 0/4
Epoch [137/4000] | Avg Makespan: 439.12 | Actor Loss: -0.0033 | Critic Loss: 0.0392 | Grad Norm: 0.5762 | Clipped: 0/4
Epoch [138/4000] | Avg Makespan: 425.75 | Actor Loss: -0.0029 | Critic Loss: 0.0487 | Grad Norm: 0.6478 | Clipped: 0/4
Epoch [139/4000] | Avg Makespan: 449.25 | Actor Loss: -0.0030 | Critic Loss: 0.1380 | Grad Norm: 0.6707 | Clipped: 0/4
Epoch [140/4000] | Avg Makespan: 436.75 | Actor Loss: -0.0028 | Critic Loss: 0.0433 | Grad Norm: 0.4697 | Clipped: 0/4
Epoch [141/4000] | Avg Makespan: 449.50 | Actor Loss: -0.0031 | Critic Loss: 0.0996 | Grad Norm: 0.5752 | Clipped: 0/4
Epoch [142/4000] | Avg Makespan: 442.88 | Actor Loss: -0.0021 | Critic Loss: 0.1793 | Grad Norm: 0.5183 | Clipped: 0/4
Epoch [143/4000] | Avg Makespan: 431.88 | Actor Loss: -0.0032 | Critic Loss: 0.0561 | Grad Norm: 0.5545 | Clipped: 0/4
Epoch [144/4000] | Avg Makespan: 454.88 | Actor Loss: -0.0040 | Critic Loss: 0.1231 | Grad Norm: 0.6709 | Clipped: 0/4
Epoch [145/4000] | Avg Makespan: 421.25 | Actor Loss: -0.0018 | Critic Loss: 0.1080 | Grad Norm: 0.5885 | Clipped: 0/4
Epoch [146/4000] | Avg Makespan: 439.12 | Actor Loss: -0.0038 | Critic Loss: 0.1323 | Grad Norm: 0.4382 | Clipped: 0/4
Epoch [147/4000] | Avg Makespan: 425.12 | Actor Loss: -0.0033 | Critic Loss: 0.0467 | Grad Norm: 0.3333 | Clipped: 0/4
Epoch [148/4000] | Avg Makespan: 432.88 | Actor Loss: -0.0031 | Critic Loss: 0.1305 | Grad Norm: 0.3997 | Clipped: 0/4
Epoch [149/4000] | Avg Makespan: 426.25 | Actor Loss: -0.0013 | Critic Loss: 0.0543 | Grad Norm: 0.3990 | Clipped: 0/4
Epoch [150/4000] | Avg Makespan: 431.75 | Actor Loss: -0.0024 | Critic Loss: 0.0650 | Grad Norm: 0.5240 | Clipped: 0/4
Epoch [151/4000] | Avg Makespan: 444.25 | Actor Loss: -0.0031 | Critic Loss: 0.1033 | Grad Norm: 0.7117 | Clipped: 1/4
Epoch [152/4000] | Avg Makespan: 421.38 | Actor Loss: -0.0022 | Critic Loss: 0.0900 | Grad Norm: 0.5269 | Clipped: 0/4
Epoch [153/4000] | Avg Makespan: 408.75 | Actor Loss: -0.0034 | Critic Loss: 0.0804 | Grad Norm: 0.6368 | Clipped: 0/4
Epoch [154/4000] | Avg Makespan: 425.25 | Actor Loss: -0.0009 | Critic Loss: 0.1055 | Grad Norm: 0.5836 | Clipped: 0/4
Epoch [155/4000] | Avg Makespan: 432.00 | Actor Loss: -0.0025 | Critic Loss: 0.1727 | Grad Norm: 0.6028 | Clipped: 0/4
Epoch [156/4000] | Avg Makespan: 415.00 | Actor Loss: -0.0053 | Critic Loss: 0.0435 | Grad Norm: 0.7144 | Clipped: 0/4
Epoch [157/4000] | Avg Makespan: 427.88 | Actor Loss: -0.0019 | Critic Loss: 0.0817 | Grad Norm: 0.6729 | Clipped: 0/4
Epoch [158/4000] | Avg Makespan: 429.00 | Actor Loss: -0.0011 | Critic Loss: 0.1052 | Grad Norm: 0.4677 | Clipped: 0/4
Epoch [159/4000] | Avg Makespan: 440.62 | Actor Loss: -0.0042 | Critic Loss: 0.0974 | Grad Norm: 0.5534 | Clipped: 0/4
Epoch [160/4000] | Avg Makespan: 408.50 | Actor Loss: -0.0020 | Critic Loss: 0.1083 | Grad Norm: 0.6765 | Clipped: 0/4
Epoch [161/4000] | Avg Makespan: 434.00 | Actor Loss: -0.0050 | Critic Loss: 0.1453 | Grad Norm: 0.5214 | Clipped: 0/4
Epoch [162/4000] | Avg Makespan: 414.12 | Actor Loss: -0.0028 | Critic Loss: 0.0618 | Grad Norm: 0.4444 | Clipped: 0/4
Epoch [163/4000] | Avg Makespan: 408.62 | Actor Loss: -0.0042 | Critic Loss: 0.0748 | Grad Norm: 0.6581 | Clipped: 0/4
Epoch [164/4000] | Avg Makespan: 421.50 | Actor Loss: -0.0030 | Critic Loss: 0.0724 | Grad Norm: 0.5188 | Clipped: 0/4
Epoch [165/4000] | Avg Makespan: 434.50 | Actor Loss: -0.0033 | Critic Loss: 0.0562 | Grad Norm: 0.7620 | Clipped: 0/4
Epoch [166/4000] | Avg Makespan: 430.88 | Actor Loss: -0.0019 | Critic Loss: 0.1051 | Grad Norm: 0.4210 | Clipped: 0/4
