   -> training feature mask L3 installed: {'amr': (9,), 'dock': (2, 3, 4, 5, 6), 'action': (2,)}
Training on: cuda
Run directory: /home/wei/Desktop/AMR-DFJSP/runs/20260825_013757_v10_E_s43
Loaded 5000 dispatch events from test_case/v3/train_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_20.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_40.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_60.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_80.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_100.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_120.jsonl
Loaded 40 dispatch events from test_case/v3/mix/val_mix_140.jsonl
Loaded 280 validation event(s).
Starting hybrid dock-aware extend_GNN PPO training with critic-based advantage.
Second checkpoint protocol: Val Psi-hat selects checkpoints_v10/v10_E_s43_bestsurr.pth
Epoch [1/4000] | Avg Makespan: 662.55 | Actor Loss: -0.0037 | Critic Loss: 0.8283 | Grad Norm: 1.0389 | Clipped: 2/4
   -> Validation | Samples: 280 | Makespan: 2773.19 | Invalid Jobs: 0.01 | Score: 2783.90
   -> Val Score 2783.90 (warming up 1/5, no selection yet)
   -> Val Psi-hat 2913.16 (warming up 1/5, no selection yet)
   -> Saved updated training chart to /home/wei/Desktop/AMR-DFJSP/runs/20260825_013757_v10_E_s43/chart.png
Epoch [2/4000] | Avg Makespan: 663.83 | Actor Loss: -0.0026 | Critic Loss: 0.8821 | Grad Norm: 1.3136 | Clipped: 2/4
Epoch [3/4000] | Avg Makespan: 738.39 | Actor Loss: 0.0001 | Critic Loss: 1.3446 | Grad Norm: 6.8320 | Clipped: 4/4
Epoch [4/4000] | Avg Makespan: 625.05 | Actor Loss: -0.0007 | Critic Loss: 1.5745 | Grad Norm: 14.8455 | Clipped: 4/4
Epoch [5/4000] | Avg Makespan: 648.81 | Actor Loss: -0.0014 | Critic Loss: 0.9908 | Grad Norm: 7.6555 | Clipped: 4/4
Epoch [6/4000] | Avg Makespan: 654.81 | Actor Loss: -0.0014 | Critic Loss: 0.4323 | Grad Norm: 3.1123 | Clipped: 3/4
Epoch [7/4000] | Avg Makespan: 627.63 | Actor Loss: -0.0029 | Critic Loss: 0.9696 | Grad Norm: 5.2445 | Clipped: 4/4
Epoch [8/4000] | Avg Makespan: 683.82 | Actor Loss: -0.0038 | Critic Loss: 0.4618 | Grad Norm: 1.5057 | Clipped: 3/4
Epoch [9/4000] | Avg Makespan: 654.64 | Actor Loss: -0.0004 | Critic Loss: 1.0413 | Grad Norm: 1.5913 | Clipped: 4/4
Epoch [10/4000] | Avg Makespan: 632.87 | Actor Loss: -0.0014 | Critic Loss: 0.1798 | Grad Norm: 0.8281 | Clipped: 1/4
Epoch [11/4000] | Avg Makespan: 714.90 | Actor Loss: -0.0011 | Critic Loss: 2.1319 | Grad Norm: 3.8766 | Clipped: 4/4
Epoch [12/4000] | Avg Makespan: 661.20 | Actor Loss: -0.0034 | Critic Loss: 0.7076 | Grad Norm: 0.9710 | Clipped: 2/4
Epoch [13/4000] | Avg Makespan: 689.31 | Actor Loss: -0.0021 | Critic Loss: 1.2734 | Grad Norm: 0.5691 | Clipped: 0/4
Epoch [14/4000] | Avg Makespan: 630.19 | Actor Loss: -0.0014 | Critic Loss: 0.4876 | Grad Norm: 2.0671 | Clipped: 3/4
Epoch [15/4000] | Avg Makespan: 634.30 | Actor Loss: -0.0001 | Critic Loss: 0.4962 | Grad Norm: 2.0423 | Clipped: 4/4
Epoch [16/4000] | Avg Makespan: 630.17 | Actor Loss: -0.0025 | Critic Loss: 0.8325 | Grad Norm: 1.4510 | Clipped: 3/4
Epoch [17/4000] | Avg Makespan: 667.92 | Actor Loss: -0.0022 | Critic Loss: 0.4088 | Grad Norm: 0.7078 | Clipped: 1/4
