Training on: cuda
Loaded 1000 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_60.jsonl
Loaded 50 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_validation_60.jsonl
Loaded 50 validation event(s).
Starting GNN Precise REINFORCE training with dispatch baseline 'fifo+earliest_available' (stepwise).
Epoch [1/1500] | Sampled: 773.31 | Baseline: 602.25 | Improvement: -171.06 | Win Rate: 0.00% | Actor Loss: -4.1057 | Entropy: 4.0723 | Invalid S/B: 0.19/0.00 | Max Load: 14.5 | Load Gap: 4.8
Epoch [54/1500] | Sampled: 771.19 | Baseline: 605.00 | Improvement: -166.19 | Win Rate: 0.00% | Actor Loss: -6.3454 | Entropy: 1.9468 | Invalid S/B: 0.75/0.00 | Max Load: 14.0 | Load Gap: 4.1
Epoch [55/1500] | Sampled: 796.81 | Baseline: 609.00 | Improvement: -187.81 | Win Rate: 0.00% | Actor Loss: -3.3609 | Entropy: 2.1386 | Invalid S/B: 1.25/0.00 | Max Load: 14.2 | Load Gap: 4.2
Epoch [56/1500] | Sampled: 748.38 | Baseline: 603.88 | Improvement: -144.50 | Win Rate: 0.00% | Actor Loss: -4.4963 | Entropy: 2.2136 | Invalid S/B: 0.56/0.00 | Max Load: 14.5 | Load Gap: 4.5
Epoch [57/1500] | Sampled: 777.94 | Baseline: 609.38 | Improvement: -168.56 | Win Rate: 0.00% | Actor Loss: -5.0070 | Entropy: 2.1897 | Invalid S/B: 0.94/0.00 | Max Load: 14.2 | Load Gap: 4.2
Epoch [58/1500] | Sampled: 753.69 | Baseline: 612.00 | Improvement: -141.69 | Win Rate: 0.00% | Actor Loss: -9.7508 | Entropy: 2.1194 | Invalid S/B: 0.50/0.00 | Max Load: 14.1 | Load Gap: 3.9
Epoch [59/1500] | Sampled: 762.12 | Baseline: 616.81 | Improvement: -145.31 | Win Rate: 0.00% | Actor Loss: -8.5489 | Entropy: 1.9720 | Invalid S/B: 0.31/0.00 | Max Load: 14.4 | Load Gap: 4.4
Epoch [60/1500] | Sampled: 798.88 | Baseline: 610.88 | Improvement: -188.00 | Win Rate: 0.00% | Actor Loss: -4.9567 | Entropy: 1.9335 | Invalid S/B: 1.00/0.00 | Max Load: 14.1 | Load Gap: 3.8
Epoch [61/1500] | Sampled: 808.69 | Baseline: 606.75 | Improvement: -201.94 | Win Rate: 0.00% | Actor Loss: -10.2281 | Entropy: 1.7942 | Invalid S/B: 1.06/0.00 | Max Load: 14.1 | Load Gap: 3.8
Epoch [62/1500] | Sampled: 833.19 | Baseline: 613.56 | Improvement: -219.62 | Win Rate: 0.00% | Actor Loss: -4.8322 | Entropy: 1.7819 | Invalid S/B: 1.94/0.00 | Max Load: 14.1 | Load Gap: 3.6
Epoch [63/1500] | Sampled: 839.94 | Baseline: 597.31 | Improvement: -242.62 | Win Rate: 0.00% | Actor Loss: -5.9086 | Entropy: 1.8876 | Invalid S/B: 2.25/0.00 | Max Load: 14.8 | Load Gap: 4.6
Epoch [64/1500] | Sampled: 817.88 | Baseline: 610.62 | Improvement: -207.25 | Win Rate: 0.00% | Actor Loss: -7.5336 | Entropy: 1.8714 | Invalid S/B: 1.44/0.00 | Max Load: 14.1 | Load Gap: 3.9
Epoch [65/1500] | Sampled: 780.00 | Baseline: 605.12 | Improvement: -174.88 | Win Rate: 0.00% | Actor Loss: -1.3901 | Entropy: 2.0249 | Invalid S/B: 1.06/0.00 | Max Load: 13.7 | Load Gap: 3.1
Epoch [66/1500] | Sampled: 793.38 | Baseline: 612.88 | Improvement: -180.50 | Win Rate: 0.00% | Actor Loss: 3.5835 | Entropy: 2.2681 | Invalid S/B: 1.81/0.00 | Max Load: 14.8 | Load Gap: 4.6
Epoch [67/1500] | Sampled: 742.12 | Baseline: 613.06 | Improvement: -129.06 | Win Rate: 6.25% | Actor Loss: -7.2503 | Entropy: 2.3838 | Invalid S/B: 0.56/0.00 | Max Load: 14.5 | Load Gap: 4.9
Epoch [68/1500] | Sampled: 722.88 | Baseline: 600.50 | Improvement: -122.38 | Win Rate: 0.00% | Actor Loss: -5.8786 | Entropy: 2.4582 | Invalid S/B: 1.12/0.00 | Max Load: 13.7 | Load Gap: 3.1
Epoch [69/1500] | Sampled: 732.75 | Baseline: 608.69 | Improvement: -124.06 | Win Rate: 0.00% | Actor Loss: -7.2530 | Entropy: 2.5192 | Invalid S/B: 0.69/0.00 | Max Load: 14.2 | Load Gap: 4.4
Epoch [70/1500] | Sampled: 759.50 | Baseline: 611.06 | Improvement: -148.44 | Win Rate: 0.00% | Actor Loss: -3.5442 | Entropy: 2.2983 | Invalid S/B: 0.81/0.00 | Max Load: 14.3 | Load Gap: 4.4
Epoch [71/1500] | Sampled: 783.69 | Baseline: 604.31 | Improvement: -179.38 | Win Rate: 0.00% | Actor Loss: -1.4234 | Entropy: 2.2334 | Invalid S/B: 1.31/0.00 | Max Load: 13.8 | Load Gap: 3.8
Epoch [72/1500] | Sampled: 804.69 | Baseline: 600.69 | Improvement: -204.00 | Win Rate: 0.00% | Actor Loss: -4.7824 | Entropy: 2.1941 | Invalid S/B: 1.75/0.00 | Max Load: 14.2 | Load Gap: 4.6
Epoch [73/1500] | Sampled: 755.50 | Baseline: 605.25 | Improvement: -150.25 | Win Rate: 0.00% | Actor Loss: -3.5609 | Entropy: 2.1400 | Invalid S/B: 0.75/0.00 | Max Load: 14.4 | Load Gap: 4.6
Epoch [74/1500] | Sampled: 764.81 | Baseline: 601.31 | Improvement: -163.50 | Win Rate: 0.00% | Actor Loss: -5.1499 | Entropy: 1.9812 | Invalid S/B: 0.81/0.00 | Max Load: 14.4 | Load Gap: 4.2
Epoch [75/1500] | Sampled: 794.06 | Baseline: 597.56 | Improvement: -196.50 | Win Rate: 0.00% | Actor Loss: -3.3169 | Entropy: 1.9322 | Invalid S/B: 1.31/0.00 | Max Load: 14.1 | Load Gap: 3.9
Epoch [76/1500] | Sampled: 797.19 | Baseline: 608.88 | Improvement: -188.31 | Win Rate: 0.00% | Actor Loss: -6.6742 | Entropy: 1.9609 | Invalid S/B: 0.94/0.00 | Max Load: 13.9 | Load Gap: 3.6
Epoch [77/1500] | Sampled: 796.69 | Baseline: 610.94 | Improvement: -185.75 | Win Rate: 0.00% | Actor Loss: -7.9344 | Entropy: 2.0544 | Invalid S/B: 0.75/0.00 | Max Load: 14.2 | Load Gap: 4.2
Epoch [78/1500] | Sampled: 802.31 | Baseline: 610.56 | Improvement: -191.75 | Win Rate: 0.00% | Actor Loss: -3.4750 | Entropy: 2.0075 | Invalid S/B: 1.12/0.00 | Max Load: 14.2 | Load Gap: 4.1
Epoch [79/1500] | Sampled: 788.50 | Baseline: 604.56 | Improvement: -183.94 | Win Rate: 0.00% | Actor Loss: -12.6196 | Entropy: 1.9720 | Invalid S/B: 1.19/0.00 | Max Load: 14.8 | Load Gap: 4.7
Epoch [80/1500] | Sampled: 776.44 | Baseline: 603.56 | Improvement: -172.88 | Win Rate: 0.00% | Actor Loss: -10.4653 | Entropy: 2.0701 | Invalid S/B: 0.81/0.00 | Max Load: 14.2 | Load Gap: 4.1
Epoch [81/1500] | Sampled: 766.75 | Baseline: 606.44 | Improvement: -160.31 | Win Rate: 0.00% | Actor Loss: -10.7979 | Entropy: 1.9737 | Invalid S/B: 0.19/0.00 | Max Load: 14.1 | Load Gap: 4.1
Epoch [82/1500] | Sampled: 768.75 | Baseline: 607.81 | Improvement: -160.94 | Win Rate: 0.00% | Actor Loss: -0.0670 | Entropy: 1.9293 | Invalid S/B: 0.38/0.00 | Max Load: 14.4 | Load Gap: 4.4
Epoch [83/1500] | Sampled: 774.94 | Baseline: 598.56 | Improvement: -176.38 | Win Rate: 0.00% | Actor Loss: -2.9434 | Entropy: 2.0278 | Invalid S/B: 0.94/0.00 | Max Load: 13.9 | Load Gap: 3.9
Epoch [84/1500] | Sampled: 769.94 | Baseline: 607.12 | Improvement: -162.81 | Win Rate: 0.00% | Actor Loss: -2.8926 | Entropy: 2.1142 | Invalid S/B: 0.69/0.00 | Max Load: 13.8 | Load Gap: 3.7
Epoch [85/1500] | Sampled: 766.25 | Baseline: 604.19 | Improvement: -162.06 | Win Rate: 0.00% | Actor Loss: -8.1932 | Entropy: 1.9480 | Invalid S/B: 0.81/0.00 | Max Load: 14.5 | Load Gap: 4.8
Epoch [86/1500] | Sampled: 781.50 | Baseline: 606.12 | Improvement: -175.38 | Win Rate: 0.00% | Actor Loss: -8.1108 | Entropy: 1.9069 | Invalid S/B: 0.44/0.00 | Max Load: 14.4 | Load Gap: 4.2
Epoch [87/1500] | Sampled: 757.94 | Baseline: 611.88 | Improvement: -146.06 | Win Rate: 0.00% | Actor Loss: -11.5189 | Entropy: 1.7808 | Invalid S/B: 0.25/0.00 | Max Load: 13.9 | Load Gap: 3.6
Epoch [88/1500] | Sampled: 775.19 | Baseline: 616.31 | Improvement: -158.88 | Win Rate: 0.00% | Actor Loss: -5.0129 | Entropy: 1.6874 | Invalid S/B: 0.50/0.00 | Max Load: 13.9 | Load Gap: 3.6
Epoch [89/1500] | Sampled: 807.69 | Baseline: 608.75 | Improvement: -198.94 | Win Rate: 0.00% | Actor Loss: -4.2585 | Entropy: 1.6616 | Invalid S/B: 1.31/0.00 | Max Load: 14.2 | Load Gap: 3.8
Epoch [90/1500] | Sampled: 780.12 | Baseline: 603.94 | Improvement: -176.19 | Win Rate: 0.00% | Actor Loss: -2.7457 | Entropy: 1.6648 | Invalid S/B: 1.00/0.00 | Max Load: 13.7 | Load Gap: 3.3
Epoch [91/1500] | Sampled: 770.06 | Baseline: 603.44 | Improvement: -166.62 | Win Rate: 0.00% | Actor Loss: -3.2458 | Entropy: 1.7142 | Invalid S/B: 0.75/0.00 | Max Load: 14.1 | Load Gap: 4.1
Epoch [92/1500] | Sampled: 785.94 | Baseline: 612.50 | Improvement: -173.44 | Win Rate: 0.00% | Actor Loss: -6.2277 | Entropy: 1.7781 | Invalid S/B: 0.69/0.00 | Max Load: 14.6 | Load Gap: 4.8
Epoch [93/1500] | Sampled: 792.38 | Baseline: 609.38 | Improvement: -183.00 | Win Rate: 0.00% | Actor Loss: -8.2281 | Entropy: 1.7280 | Invalid S/B: 0.88/0.00 | Max Load: 14.0 | Load Gap: 3.9
Epoch [94/1500] | Sampled: 753.50 | Baseline: 608.81 | Improvement: -144.69 | Win Rate: 0.00% | Actor Loss: -12.4797 | Entropy: 1.7749 | Invalid S/B: 0.62/0.00 | Max Load: 14.3 | Load Gap: 4.3
Epoch [95/1500] | Sampled: 772.94 | Baseline: 600.50 | Improvement: -172.44 | Win Rate: 0.00% | Actor Loss: -7.2872 | Entropy: 1.7315 | Invalid S/B: 0.88/0.00 | Max Load: 14.1 | Load Gap: 3.8
Epoch [96/1500] | Sampled: 760.00 | Baseline: 599.69 | Improvement: -160.31 | Win Rate: 0.00% | Actor Loss: -8.1140 | Entropy: 1.7621 | Invalid S/B: 0.75/0.00 | Max Load: 13.9 | Load Gap: 3.8
Epoch [97/1500] | Sampled: 788.81 | Baseline: 606.06 | Improvement: -182.75 | Win Rate: 0.00% | Actor Loss: -6.0444 | Entropy: 1.7940 | Invalid S/B: 1.00/0.00 | Max Load: 14.3 | Load Gap: 4.2
Epoch [98/1500] | Sampled: 788.25 | Baseline: 610.75 | Improvement: -177.50 | Win Rate: 0.00% | Actor Loss: -13.4246 | Entropy: 1.8679 | Invalid S/B: 0.62/0.00 | Max Load: 14.1 | Load Gap: 4.2
Epoch [99/1500] | Sampled: 768.00 | Baseline: 605.75 | Improvement: -162.25 | Win Rate: 0.00% | Actor Loss: -5.8023 | Entropy: 1.9835 | Invalid S/B: 0.19/0.00 | Max Load: 14.2 | Load Gap: 4.3
Epoch [100/1500] | Sampled: 746.56 | Baseline: 602.50 | Improvement: -144.06 | Win Rate: 0.00% | Actor Loss: -8.3352 | Entropy: 2.1338 | Invalid S/B: 0.56/0.00 | Max Load: 14.1 | Load Gap: 3.9
   -> Validation | Samples: 50 | Makespan: 735.00 | Invalid Jobs: 0.18
   -> Saved updated training chart to /home/wei/AMR-DFJSP/Static_alogorithm/GNN/gnn_precise_training_metrics.png
Epoch [101/1500] | Sampled: 746.62 | Baseline: 610.81 | Improvement: -135.81 | Win Rate: 0.00% | Actor Loss: -6.2809 | Entropy: 2.1891 | Invalid S/B: 0.50/0.00 | Max Load: 14.1 | Load Gap: 3.9
Epoch [102/1500] | Sampled: 759.06 | Baseline: 613.06 | Improvement: -146.00 | Win Rate: 0.00% | Actor Loss: -17.6250 | Entropy: 2.1224 | Invalid S/B: 0.56/0.00 | Max Load: 14.6 | Load Gap: 4.8
Epoch [103/1500] | Sampled: 754.62 | Baseline: 611.50 | Improvement: -143.12 | Win Rate: 0.00% | Actor Loss: -3.3547 | Entropy: 2.0604 | Invalid S/B: 0.12/0.00 | Max Load: 14.4 | Load Gap: 4.8
Epoch [104/1500] | Sampled: 764.56 | Baseline: 620.38 | Improvement: -144.19 | Win Rate: 0.00% | Actor Loss: -12.0492 | Entropy: 2.0865 | Invalid S/B: 0.38/0.00 | Max Load: 14.1 | Load Gap: 4.6
Epoch [105/1500] | Sampled: 768.75 | Baseline: 617.88 | Improvement: -150.88 | Win Rate: 0.00% | Actor Loss: -4.8878 | Entropy: 2.0522 | Invalid S/B: 0.00/0.00 | Max Load: 14.4 | Load Gap: 4.6
Epoch [106/1500] | Sampled: 734.56 | Baseline: 605.50 | Improvement: -129.06 | Win Rate: 0.00% | Actor Loss: -4.9440 | Entropy: 1.8866 | Invalid S/B: 0.00/0.00 | Max Load: 14.1 | Load Gap: 4.0
Epoch [107/1500] | Sampled: 772.88 | Baseline: 602.62 | Improvement: -170.25 | Win Rate: 0.00% | Actor Loss: -8.4004 | Entropy: 1.7309 | Invalid S/B: 0.56/0.00 | Max Load: 13.8 | Load Gap: 3.7
Epoch [108/1500] | Sampled: 762.25 | Baseline: 608.88 | Improvement: -153.38 | Win Rate: 0.00% | Actor Loss: -12.2101 | Entropy: 1.6170 | Invalid S/B: 0.19/0.00 | Max Load: 13.9 | Load Gap: 3.7
