Training on: cuda
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_20.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_40.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_60.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_80.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_100.jsonl
Starting Attention Precise REINFORCE training with dispatch baseline 'earliest_completion_job+earliest_completion' (stepwise).
Epoch [1/2000] | Sampled: 1178.62 | Baseline: 778.38 | Improvement: -400.25 | Win Rate: 0.00% | Actor Loss: 4.2775 | Entropy: 4.1128
Epoch [15/2000] | Sampled: 1958.62 | Baseline: 807.75 | Improvement: -1150.88 | Win Rate: 0.00% | Actor Loss: 12.3328 | Entropy: 3.3088
Epoch [16/2000] | Sampled: 1815.06 | Baseline: 743.25 | Improvement: -1071.81 | Win Rate: 0.00% | Actor Loss: 11.5444 | Entropy: 3.0979
Epoch [17/2000] | Sampled: 1759.44 | Baseline: 726.25 | Improvement: -1033.19 | Win Rate: 0.00% | Actor Loss: 8.6182 | Entropy: 2.9132
Epoch [18/2000] | Sampled: 1845.81 | Baseline: 752.56 | Improvement: -1093.25 | Win Rate: 0.00% | Actor Loss: 6.0666 | Entropy: 2.7577
Epoch [19/2000] | Sampled: 1946.81 | Baseline: 758.31 | Improvement: -1188.50 | Win Rate: 0.00% | Actor Loss: 14.0988 | Entropy: 2.4672
Epoch [20/2000] | Sampled: 2127.50 | Baseline: 820.00 | Improvement: -1307.50 | Win Rate: 0.00% | Actor Loss: 14.9912 | Entropy: 2.3456
Epoch [21/2000] | Sampled: 1766.19 | Baseline: 717.44 | Improvement: -1048.75 | Win Rate: 0.00% | Actor Loss: 17.3295 | Entropy: 2.6293
Epoch [22/2000] | Sampled: 1918.31 | Baseline: 780.31 | Improvement: -1138.00 | Win Rate: 0.00% | Actor Loss: 25.7995 | Entropy: 2.5353
Epoch [23/2000] | Sampled: 1605.75 | Baseline: 613.75 | Improvement: -992.00 | Win Rate: 0.00% | Actor Loss: 5.3780 | Entropy: 2.3845
Epoch [24/2000] | Sampled: 1815.81 | Baseline: 707.00 | Improvement: -1108.81 | Win Rate: 0.00% | Actor Loss: 12.7780 | Entropy: 2.3394
Epoch [25/2000] | Sampled: 2021.38 | Baseline: 782.69 | Improvement: -1238.69 | Win Rate: 0.00% | Actor Loss: 17.6878 | Entropy: 2.2481
Epoch [26/2000] | Sampled: 2256.81 | Baseline: 882.19 | Improvement: -1374.62 | Win Rate: 0.00% | Actor Loss: 22.4197 | Entropy: 2.3605
Epoch [27/2000] | Sampled: 1819.88 | Baseline: 709.88 | Improvement: -1110.00 | Win Rate: 0.00% | Actor Loss: 20.1972 | Entropy: 2.4289
Epoch [28/2000] | Sampled: 2058.38 | Baseline: 757.31 | Improvement: -1301.06 | Win Rate: 0.00% | Actor Loss: 19.9740 | Entropy: 2.3861
Epoch [29/2000] | Sampled: 2206.69 | Baseline: 806.88 | Improvement: -1399.81 | Win Rate: 0.00% | Actor Loss: 20.7525 | Entropy: 2.5064
Epoch [30/2000] | Sampled: 1747.50 | Baseline: 646.75 | Improvement: -1100.75 | Win Rate: 0.00% | Actor Loss: 18.1611 | Entropy: 2.2988
Epoch [31/2000] | Sampled: 1665.81 | Baseline: 637.81 | Improvement: -1028.00 | Win Rate: 0.00% | Actor Loss: 16.2156 | Entropy: 2.2381
Epoch [32/2000] | Sampled: 1782.12 | Baseline: 679.38 | Improvement: -1102.75 | Win Rate: 0.00% | Actor Loss: 12.7150 | Entropy: 2.2810
Epoch [33/2000] | Sampled: 2126.00 | Baseline: 796.44 | Improvement: -1329.56 | Win Rate: 0.00% | Actor Loss: 11.7773 | Entropy: 2.2511
Epoch [34/2000] | Sampled: 2051.00 | Baseline: 771.62 | Improvement: -1279.38 | Win Rate: 0.00% | Actor Loss: 13.6392 | Entropy: 2.3115
Epoch [35/2000] | Sampled: 2201.88 | Baseline: 808.50 | Improvement: -1393.38 | Win Rate: 0.00% | Actor Loss: 16.9735 | Entropy: 2.2354
Epoch [36/2000] | Sampled: 1348.69 | Baseline: 519.00 | Improvement: -829.69 | Win Rate: 0.00% | Actor Loss: 11.6125 | Entropy: 2.1387
Epoch [37/2000] | Sampled: 1740.56 | Baseline: 643.81 | Improvement: -1096.75 | Win Rate: 0.00% | Actor Loss: 16.4714 | Entropy: 1.9686
Epoch [38/2000] | Sampled: 2324.38 | Baseline: 842.62 | Improvement: -1481.75 | Win Rate: 0.00% | Actor Loss: 22.5789 | Entropy: 2.2049
Epoch [39/2000] | Sampled: 2097.94 | Baseline: 782.81 | Improvement: -1315.12 | Win Rate: 0.00% | Actor Loss: 7.0527 | Entropy: 2.1668
Epoch [40/2000] | Sampled: 2358.00 | Baseline: 844.69 | Improvement: -1513.31 | Win Rate: 0.00% | Actor Loss: 6.6319 | Entropy: 2.1376
Epoch [41/2000] | Sampled: 2211.00 | Baseline: 801.38 | Improvement: -1409.62 | Win Rate: 0.00% | Actor Loss: 2.6309 | Entropy: 2.2196
Epoch [42/2000] | Sampled: 1940.75 | Baseline: 712.44 | Improvement: -1228.31 | Win Rate: 0.00% | Actor Loss: 17.4497 | Entropy: 2.0646
Epoch [43/2000] | Sampled: 2254.62 | Baseline: 808.38 | Improvement: -1446.25 | Win Rate: 0.00% | Actor Loss: 20.8456 | Entropy: 2.0859
Epoch [44/2000] | Sampled: 2316.12 | Baseline: 828.19 | Improvement: -1487.94 | Win Rate: 0.00% | Actor Loss: 21.3106 | Entropy: 2.1447
Epoch [45/2000] | Sampled: 2008.44 | Baseline: 717.38 | Improvement: -1291.06 | Win Rate: 0.00% | Actor Loss: 11.5593 | Entropy: 2.1580
Epoch [46/2000] | Sampled: 2013.69 | Baseline: 701.50 | Improvement: -1312.19 | Win Rate: 0.00% | Actor Loss: 12.9409 | Entropy: 2.1616
Epoch [47/2000] | Sampled: 2123.69 | Baseline: 771.81 | Improvement: -1351.88 | Win Rate: 0.00% | Actor Loss: 22.1031 | Entropy: 2.2057
Epoch [48/2000] | Sampled: 1951.31 | Baseline: 711.50 | Improvement: -1239.81 | Win Rate: 0.00% | Actor Loss: 11.5348 | Entropy: 2.1629
Epoch [49/2000] | Sampled: 1707.94 | Baseline: 650.50 | Improvement: -1057.44 | Win Rate: 0.00% | Actor Loss: 10.1498 | Entropy: 2.1595
Epoch [50/2000] | Sampled: 2080.56 | Baseline: 762.88 | Improvement: -1317.69 | Win Rate: 0.00% | Actor Loss: 9.2282 | Entropy: 2.1270
Epoch [51/2000] | Sampled: 2070.19 | Baseline: 760.81 | Improvement: -1309.38 | Win Rate: 0.00% | Actor Loss: 10.7201 | Entropy: 2.1089
Epoch [52/2000] | Sampled: 1643.06 | Baseline: 605.25 | Improvement: -1037.81 | Win Rate: 0.00% | Actor Loss: 9.7292 | Entropy: 1.9541
Epoch [53/2000] | Sampled: 1690.88 | Baseline: 649.00 | Improvement: -1041.88 | Win Rate: 0.00% | Actor Loss: -5.6896 | Entropy: 1.8900
Epoch [54/2000] | Sampled: 1908.50 | Baseline: 704.25 | Improvement: -1204.25 | Win Rate: 0.00% | Actor Loss: 22.3732 | Entropy: 1.7443
Epoch [55/2000] | Sampled: 2316.19 | Baseline: 833.94 | Improvement: -1482.25 | Win Rate: 0.00% | Actor Loss: 9.3018 | Entropy: 1.7234
Epoch [56/2000] | Sampled: 1704.19 | Baseline: 619.75 | Improvement: -1084.44 | Win Rate: 0.00% | Actor Loss: 15.3898 | Entropy: 1.6276
Epoch [57/2000] | Sampled: 2272.06 | Baseline: 807.56 | Improvement: -1464.50 | Win Rate: 0.00% | Actor Loss: 10.7807 | Entropy: 1.5804
Epoch [58/2000] | Sampled: 2099.38 | Baseline: 783.50 | Improvement: -1315.88 | Win Rate: 0.00% | Actor Loss: -82.2954 | Entropy: 1.6978
Epoch [59/2000] | Sampled: 1952.75 | Baseline: 710.56 | Improvement: -1242.19 | Win Rate: 0.00% | Actor Loss: -71.3976 | Entropy: 1.5515
Epoch [60/2000] | Sampled: 2445.69 | Baseline: 900.38 | Improvement: -1545.31 | Win Rate: 0.00% | Actor Loss: -9.6906 | Entropy: 1.6808
Epoch [61/2000] | Sampled: 2175.69 | Baseline: 792.19 | Improvement: -1383.50 | Win Rate: 0.00% | Actor Loss: 2.6893 | Entropy: 2.0010
Epoch [62/2000] | Sampled: 1827.56 | Baseline: 659.50 | Improvement: -1168.06 | Win Rate: 0.00% | Actor Loss: -0.8453 | Entropy: 2.2848
Epoch [63/2000] | Sampled: 1755.81 | Baseline: 639.00 | Improvement: -1116.81 | Win Rate: 0.00% | Actor Loss: -11.6247 | Entropy: 2.2034
Epoch [64/2000] | Sampled: 1924.31 | Baseline: 700.94 | Improvement: -1223.38 | Win Rate: 0.00% | Actor Loss: 5.8193 | Entropy: 2.0926
Epoch [65/2000] | Sampled: 1965.81 | Baseline: 714.00 | Improvement: -1251.81 | Win Rate: 0.00% | Actor Loss: -293.9472 | Entropy: 1.6597
Epoch [66/2000] | Sampled: 1783.94 | Baseline: 656.31 | Improvement: -1127.62 | Win Rate: 0.00% | Actor Loss: -2.2610 | Entropy: 1.9227
Epoch [67/2000] | Sampled: 2173.81 | Baseline: 800.00 | Improvement: -1373.81 | Win Rate: 0.00% | Actor Loss: 4.8956 | Entropy: 1.7605
Epoch [68/2000] | Sampled: 2060.38 | Baseline: 739.75 | Improvement: -1320.62 | Win Rate: 0.00% | Actor Loss: -34.9120 | Entropy: 1.4512
Epoch [69/2000] | Sampled: 1924.12 | Baseline: 713.94 | Improvement: -1210.19 | Win Rate: 0.00% | Actor Loss: -67.4805 | Entropy: 1.3518
Epoch [70/2000] | Sampled: 1768.25 | Baseline: 694.94 | Improvement: -1073.31 | Win Rate: 0.00% | Actor Loss: -10.7620 | Entropy: 1.6636
Epoch [71/2000] | Sampled: 2277.50 | Baseline: 934.88 | Improvement: -1342.62 | Win Rate: 0.00% | Actor Loss: -78.9854 | Entropy: 1.7901
Epoch [72/2000] | Sampled: 2103.44 | Baseline: 927.50 | Improvement: -1175.94 | Win Rate: 0.00% | Actor Loss: 23.3177 | Entropy: 1.7801
Epoch [73/2000] | Sampled: 1478.19 | Baseline: 762.88 | Improvement: -715.31 | Win Rate: 0.00% | Actor Loss: -151.2645 | Entropy: 2.2056
Epoch [74/2000] | Sampled: 1549.56 | Baseline: 772.50 | Improvement: -777.06 | Win Rate: 0.00% | Actor Loss: -532.2987 | Entropy: 1.8399
Epoch [75/2000] | Sampled: 1401.50 | Baseline: 676.75 | Improvement: -724.75 | Win Rate: 0.00% | Actor Loss: -248.8152 | Entropy: 1.8733
Epoch [76/2000] | Sampled: 1577.12 | Baseline: 767.06 | Improvement: -810.06 | Win Rate: 0.00% | Actor Loss: -83.2761 | Entropy: 1.9160
Epoch [77/2000] | Sampled: 1711.88 | Baseline: 777.62 | Improvement: -934.25 | Win Rate: 0.00% | Actor Loss: -79.8635 | Entropy: 1.8649
Epoch [78/2000] | Sampled: 1936.19 | Baseline: 836.62 | Improvement: -1099.56 | Win Rate: 0.00% | Actor Loss: 9.6202 | Entropy: 2.0717
Epoch [79/2000] | Sampled: 1739.56 | Baseline: 796.56 | Improvement: -943.00 | Win Rate: 0.00% | Actor Loss: 9.0352 | Entropy: 2.1859
Epoch [80/2000] | Sampled: 1975.62 | Baseline: 853.56 | Improvement: -1122.06 | Win Rate: 0.00% | Actor Loss: 13.2425 | Entropy: 2.0599
Epoch [81/2000] | Sampled: 2205.88 | Baseline: 858.94 | Improvement: -1346.94 | Win Rate: 0.00% | Actor Loss: -17.9303 | Entropy: 1.8488
Epoch [82/2000] | Sampled: 2072.69 | Baseline: 761.94 | Improvement: -1310.75 | Win Rate: 0.00% | Actor Loss: -121.2848 | Entropy: 1.5594
Epoch [83/2000] | Sampled: 1838.00 | Baseline: 701.38 | Improvement: -1136.62 | Win Rate: 0.00% | Actor Loss: 8.0370 | Entropy: 1.7628
Epoch [84/2000] | Sampled: 2444.81 | Baseline: 888.31 | Improvement: -1556.50 | Win Rate: 0.00% | Actor Loss: 1.9213 | Entropy: 1.7200
Epoch [85/2000] | Sampled: 2274.94 | Baseline: 801.12 | Improvement: -1473.81 | Win Rate: 0.00% | Actor Loss: -9.0591 | Entropy: 1.9173
Epoch [86/2000] | Sampled: 2431.69 | Baseline: 849.31 | Improvement: -1582.38 | Win Rate: 0.00% | Actor Loss: -6.0124 | Entropy: 2.0020
Epoch [87/2000] | Sampled: 2000.25 | Baseline: 711.69 | Improvement: -1288.56 | Win Rate: 0.00% | Actor Loss: -14.6946 | Entropy: 1.5451
Epoch [88/2000] | Sampled: 2620.19 | Baseline: 923.25 | Improvement: -1696.94 | Win Rate: 0.00% | Actor Loss: -6.2853 | Entropy: 1.7154
Epoch [89/2000] | Sampled: 1982.50 | Baseline: 705.12 | Improvement: -1277.38 | Win Rate: 0.00% | Actor Loss: 20.7974 | Entropy: 1.3526
Epoch [90/2000] | Sampled: 1904.50 | Baseline: 672.50 | Improvement: -1232.00 | Win Rate: 0.00% | Actor Loss: -5.9373 | Entropy: 1.5262
Epoch [91/2000] | Sampled: 2366.06 | Baseline: 821.75 | Improvement: -1544.31 | Win Rate: 0.00% | Actor Loss: -3.2485 | Entropy: 1.6219
Epoch [92/2000] | Sampled: 2468.12 | Baseline: 861.56 | Improvement: -1606.56 | Win Rate: 0.00% | Actor Loss: -4.6288 | Entropy: 1.6824
Epoch [93/2000] | Sampled: 2347.19 | Baseline: 824.00 | Improvement: -1523.19 | Win Rate: 0.00% | Actor Loss: -15.4604 | Entropy: 1.5836
Epoch [94/2000] | Sampled: 2636.56 | Baseline: 919.88 | Improvement: -1716.69 | Win Rate: 0.00% | Actor Loss: -15.6748 | Entropy: 1.6794
Epoch [95/2000] | Sampled: 1898.56 | Baseline: 663.06 | Improvement: -1235.50 | Win Rate: 0.00% | Actor Loss: -2.6976 | Entropy: 1.2945
Epoch [96/2000] | Sampled: 1923.88 | Baseline: 680.88 | Improvement: -1243.00 | Win Rate: 0.00% | Actor Loss: 9.2621 | Entropy: 1.0026
Epoch [97/2000] | Sampled: 2376.06 | Baseline: 824.38 | Improvement: -1551.69 | Win Rate: 0.00% | Actor Loss: 2.7788 | Entropy: 0.8671
Epoch [98/2000] | Sampled: 2473.88 | Baseline: 862.00 | Improvement: -1611.88 | Win Rate: 0.00% | Actor Loss: 17.8234 | Entropy: 0.9086
Epoch [99/2000] | Sampled: 2243.00 | Baseline: 783.44 | Improvement: -1459.56 | Win Rate: 0.00% | Actor Loss: -13.7338 | Entropy: 0.9203
Epoch [100/2000] | Sampled: 2179.38 | Baseline: 774.38 | Improvement: -1405.00 | Win Rate: 0.00% | Actor Loss: -22.9560 | Entropy: 1.0331
   -> Saved updated training chart to /home/wei/AMR-DFJSP/Static_alogorithm/Attention/attention_precise_training_metrics.png
Epoch [101/2000] | Sampled: 1788.75 | Baseline: 626.06 | Improvement: -1162.69 | Win Rate: 0.00% | Actor Loss: 22.7901 | Entropy: 0.8187
Epoch [102/2000] | Sampled: 2295.06 | Baseline: 789.00 | Improvement: -1506.06 | Win Rate: 0.00% | Actor Loss: 30.4272 | Entropy: 0.9608
Epoch [103/2000] | Sampled: 2314.81 | Baseline: 810.44 | Improvement: -1504.38 | Win Rate: 0.00% | Actor Loss: -119.4968 | Entropy: 0.8858
Epoch [104/2000] | Sampled: 2020.06 | Baseline: 698.56 | Improvement: -1321.50 | Win Rate: 0.00% | Actor Loss: -42.8808 | Entropy: 0.9189
Epoch [105/2000] | Sampled: 2198.31 | Baseline: 766.56 | Improvement: -1431.75 | Win Rate: 0.00% | Actor Loss: 9.2696 | Entropy: 0.8987
Epoch [106/2000] | Sampled: 2207.56 | Baseline: 774.94 | Improvement: -1432.62 | Win Rate: 0.00% | Actor Loss: -63.9080 | Entropy: 0.9670
Epoch [107/2000] | Sampled: 2138.44 | Baseline: 741.75 | Improvement: -1396.69 | Win Rate: 0.00% | Actor Loss: -44.8949 | Entropy: 0.8850
Epoch [108/2000] | Sampled: 2113.62 | Baseline: 732.31 | Improvement: -1381.31 | Win Rate: 0.00% | Actor Loss: -131.3612 | Entropy: 0.9129
Epoch [109/2000] | Sampled: 2599.94 | Baseline: 908.62 | Improvement: -1691.31 | Win Rate: 0.00% | Actor Loss: 23.9795 | Entropy: 0.9965
Epoch [110/2000] | Sampled: 2110.88 | Baseline: 736.88 | Improvement: -1374.00 | Win Rate: 0.00% | Actor Loss: -29.2361 | Entropy: 0.9032
Epoch [111/2000] | Sampled: 2125.50 | Baseline: 738.75 | Improvement: -1386.75 | Win Rate: 0.00% | Actor Loss: -136.4539 | Entropy: 0.9139
Epoch [112/2000] | Sampled: 2235.56 | Baseline: 776.88 | Improvement: -1458.69 | Win Rate: 0.00% | Actor Loss: -178.5963 | Entropy: 0.9630
Epoch [113/2000] | Sampled: 2207.69 | Baseline: 773.88 | Improvement: -1433.81 | Win Rate: 0.00% | Actor Loss: -264.0092 | Entropy: 1.0871
Epoch [114/2000] | Sampled: 2199.06 | Baseline: 759.88 | Improvement: -1439.19 | Win Rate: 0.00% | Actor Loss: -226.7385 | Entropy: 1.0065
Epoch [115/2000] | Sampled: 2495.69 | Baseline: 864.81 | Improvement: -1630.88 | Win Rate: 0.00% | Actor Loss: -171.9950 | Entropy: 0.8220
Epoch [116/2000] | Sampled: 2733.94 | Baseline: 936.38 | Improvement: -1797.56 | Win Rate: 0.00% | Actor Loss: -125.2398 | Entropy: 0.8229
Epoch [117/2000] | Sampled: 2236.81 | Baseline: 779.81 | Improvement: -1457.00 | Win Rate: 0.00% | Actor Loss: -869.5521 | Entropy: 0.7575
Epoch [118/2000] | Sampled: 2161.88 | Baseline: 741.81 | Improvement: -1420.06 | Win Rate: 0.00% | Actor Loss: -111.5824 | Entropy: 0.7632
Epoch [119/2000] | Sampled: 1703.56 | Baseline: 605.00 | Improvement: -1098.56 | Win Rate: 0.00% | Actor Loss: -234.9173 | Entropy: 0.7470
Epoch [120/2000] | Sampled: 2365.06 | Baseline: 828.69 | Improvement: -1536.38 | Win Rate: 0.00% | Actor Loss: -599.1825 | Entropy: 0.7880
Epoch [121/2000] | Sampled: 2569.62 | Baseline: 893.12 | Improvement: -1676.50 | Win Rate: 0.00% | Actor Loss: -513.7377 | Entropy: 0.8568
Epoch [122/2000] | Sampled: 1967.69 | Baseline: 677.12 | Improvement: -1290.56 | Win Rate: 0.00% | Actor Loss: -56.1633 | Entropy: 0.7944
Epoch [123/2000] | Sampled: 2185.06 | Baseline: 769.69 | Improvement: -1415.38 | Win Rate: 0.00% | Actor Loss: -193.1378 | Entropy: 0.7800
Epoch [124/2000] | Sampled: 2134.44 | Baseline: 745.75 | Improvement: -1388.69 | Win Rate: 0.00% | Actor Loss: -192.5195 | Entropy: 0.8647
Epoch [125/2000] | Sampled: 2424.56 | Baseline: 836.31 | Improvement: -1588.25 | Win Rate: 0.00% | Actor Loss: -196.4495 | Entropy: 0.9807
Epoch [126/2000] | Sampled: 2876.44 | Baseline: 982.56 | Improvement: -1893.88 | Win Rate: 0.00% | Actor Loss: -227.9079 | Entropy: 1.0229
Epoch [127/2000] | Sampled: 2119.50 | Baseline: 732.62 | Improvement: -1386.88 | Win Rate: 0.00% | Actor Loss: -212.5963 | Entropy: 0.7567
Epoch [128/2000] | Sampled: 2095.06 | Baseline: 743.56 | Improvement: -1351.50 | Win Rate: 0.00% | Actor Loss: -1437.4733 | Entropy: 0.7845
Epoch [129/2000] | Sampled: 2573.50 | Baseline: 888.81 | Improvement: -1684.69 | Win Rate: 0.00% | Actor Loss: -607.8037 | Entropy: 0.7909
Epoch [130/2000] | Sampled: 1970.19 | Baseline: 692.75 | Improvement: -1277.44 | Win Rate: 0.00% | Actor Loss: -233.6871 | Entropy: 0.6874
Epoch [131/2000] | Sampled: 1631.06 | Baseline: 572.31 | Improvement: -1058.75 | Win Rate: 0.00% | Actor Loss: -43.3735 | Entropy: 0.6014
Epoch [132/2000] | Sampled: 2450.19 | Baseline: 857.38 | Improvement: -1592.81 | Win Rate: 0.00% | Actor Loss: -417.4871 | Entropy: 0.7221
Epoch [133/2000] | Sampled: 1789.94 | Baseline: 623.50 | Improvement: -1166.44 | Win Rate: 0.00% | Actor Loss: 22.8809 | Entropy: 0.6122
Epoch [134/2000] | Sampled: 2121.94 | Baseline: 749.44 | Improvement: -1372.50 | Win Rate: 0.00% | Actor Loss: -53.7538 | Entropy: 0.6976
Epoch [135/2000] | Sampled: 2480.00 | Baseline: 865.75 | Improvement: -1614.25 | Win Rate: 0.00% | Actor Loss: 30.6409 | Entropy: 0.8093
Epoch [136/2000] | Sampled: 2398.62 | Baseline: 835.31 | Improvement: -1563.31 | Win Rate: 0.00% | Actor Loss: -571.9671 | Entropy: 0.9570
Epoch [137/2000] | Sampled: 2119.19 | Baseline: 735.88 | Improvement: -1383.31 | Win Rate: 0.00% | Actor Loss: -93.0964 | Entropy: 0.8581
Epoch [138/2000] | Sampled: 1928.38 | Baseline: 674.06 | Improvement: -1254.31 | Win Rate: 0.00% | Actor Loss: -4.2348 | Entropy: 1.0966
Epoch [139/2000] | Sampled: 2467.00 | Baseline: 853.12 | Improvement: -1613.88 | Win Rate: 0.00% | Actor Loss: -57.0051 | Entropy: 1.4920
Epoch [140/2000] | Sampled: 2055.94 | Baseline: 717.88 | Improvement: -1338.06 | Win Rate: 0.00% | Actor Loss: -8.8373 | Entropy: 1.4085
Epoch [141/2000] | Sampled: 2056.62 | Baseline: 717.88 | Improvement: -1338.75 | Win Rate: 0.00% | Actor Loss: -16.8927 | Entropy: 1.3390
Epoch [142/2000] | Sampled: 2233.94 | Baseline: 780.12 | Improvement: -1453.81 | Win Rate: 0.00% | Actor Loss: -15.0114 | Entropy: 1.3465
Epoch [143/2000] | Sampled: 2279.94 | Baseline: 807.56 | Improvement: -1472.38 | Win Rate: 0.00% | Actor Loss: -131.1787 | Entropy: 1.1150
Epoch [144/2000] | Sampled: 2271.50 | Baseline: 797.19 | Improvement: -1474.31 | Win Rate: 0.00% | Actor Loss: -12.2622 | Entropy: 1.0563
Epoch [145/2000] | Sampled: 2327.56 | Baseline: 793.25 | Improvement: -1534.31 | Win Rate: 0.00% | Actor Loss: -12.5144 | Entropy: 0.8834
Epoch [146/2000] | Sampled: 1961.25 | Baseline: 685.19 | Improvement: -1276.06 | Win Rate: 0.00% | Actor Loss: -641.2933 | Entropy: 0.6214
Epoch [147/2000] | Sampled: 2427.94 | Baseline: 859.81 | Improvement: -1568.12 | Win Rate: 0.00% | Actor Loss: -1103.1108 | Entropy: 0.7400
Epoch [148/2000] | Sampled: 2199.81 | Baseline: 759.88 | Improvement: -1439.94 | Win Rate: 0.00% | Actor Loss: -2825.8616 | Entropy: 0.6155
Epoch [149/2000] | Sampled: 2543.88 | Baseline: 876.19 | Improvement: -1667.69 | Win Rate: 0.00% | Actor Loss: -2482.4136 | Entropy: 0.6504
Epoch [150/2000] | Sampled: 1619.94 | Baseline: 569.19 | Improvement: -1050.75 | Win Rate: 0.00% | Actor Loss: -890.3986 | Entropy: 0.5078
Epoch [151/2000] | Sampled: 1833.88 | Baseline: 642.62 | Improvement: -1191.25 | Win Rate: 0.00% | Actor Loss: -10675.2263 | Entropy: 0.5241
Epoch [152/2000] | Sampled: 2152.62 | Baseline: 747.00 | Improvement: -1405.62 | Win Rate: 0.00% | Actor Loss: -472.7818 | Entropy: 0.5661
Epoch [153/2000] | Sampled: 2804.44 | Baseline: 967.75 | Improvement: -1836.69 | Win Rate: 0.00% | Actor Loss: -7425.2214 | Entropy: 0.6732
Epoch [154/2000] | Sampled: 1950.50 | Baseline: 690.19 | Improvement: -1260.31 | Win Rate: 0.00% | Actor Loss: -7808.6484 | Entropy: 0.4683
Epoch [155/2000] | Sampled: 2250.38 | Baseline: 815.44 | Improvement: -1434.94 | Win Rate: 0.00% | Actor Loss: -4449.1706 | Entropy: 0.5601
Epoch [156/2000] | Sampled: 1675.12 | Baseline: 590.69 | Improvement: -1084.44 | Win Rate: 0.00% | Actor Loss: -413.0474 | Entropy: 0.4631
Epoch [157/2000] | Sampled: 2267.06 | Baseline: 797.38 | Improvement: -1469.69 | Win Rate: 0.00% | Actor Loss: -19625.2403 | Entropy: 0.4848
Epoch [158/2000] | Sampled: 1750.69 | Baseline: 625.69 | Improvement: -1125.00 | Win Rate: 0.00% | Actor Loss: -17482.9859 | Entropy: 0.4755
