Training on: cuda
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_20.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_40.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_60.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_80.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_100.jsonl
Starting Attention Precise REINFORCE training with dispatch baseline 'earliest_completion_job+earliest_completion' (stepwise).
Epoch [1/2000] | Sampled: 1178.62 | Baseline: 778.38 | Improvement: -400.25 | Win Rate: 0.00% | Actor Loss: 4.2775 | Entropy: 4.1128
Epoch [159/2000] | Sampled: 2155.25 | Baseline: 752.06 | Improvement: -1403.19 | Win Rate: 0.00% | Actor Loss: -9197.8590 | Entropy: 0.4556
Epoch [160/2000] | Sampled: 1577.31 | Baseline: 561.75 | Improvement: -1015.56 | Win Rate: 0.00% | Actor Loss: -1469.4704 | Entropy: 0.3629
Epoch [161/2000] | Sampled: 2269.44 | Baseline: 783.19 | Improvement: -1486.25 | Win Rate: 0.00% | Actor Loss: -42764.1117 | Entropy: 0.5025
Epoch [162/2000] | Sampled: 2026.12 | Baseline: 715.69 | Improvement: -1310.44 | Win Rate: 0.00% | Actor Loss: -5549.8395 | Entropy: 0.5002
Epoch [163/2000] | Sampled: 2618.69 | Baseline: 915.50 | Improvement: -1703.19 | Win Rate: 0.00% | Actor Loss: -34783.3762 | Entropy: 0.5560
Epoch [164/2000] | Sampled: 2164.44 | Baseline: 755.69 | Improvement: -1408.75 | Win Rate: 0.00% | Actor Loss: -2884.6913 | Entropy: 0.4573
Epoch [165/2000] | Sampled: 1816.75 | Baseline: 636.44 | Improvement: -1180.31 | Win Rate: 0.00% | Actor Loss: -2720.0624 | Entropy: 0.4094
Epoch [166/2000] | Sampled: 2412.75 | Baseline: 843.88 | Improvement: -1568.88 | Win Rate: 0.00% | Actor Loss: -80754.3684 | Entropy: 0.5214
Epoch [167/2000] | Sampled: 1879.06 | Baseline: 652.12 | Improvement: -1226.94 | Win Rate: 0.00% | Actor Loss: 126.5795 | Entropy: 0.4532
Epoch [168/2000] | Sampled: 2106.81 | Baseline: 731.94 | Improvement: -1374.88 | Win Rate: 0.00% | Actor Loss: -25402.9599 | Entropy: 0.4636
Epoch [169/2000] | Sampled: 1773.38 | Baseline: 623.31 | Improvement: -1150.06 | Win Rate: 0.00% | Actor Loss: -59022.4814 | Entropy: 0.4877
Epoch [170/2000] | Sampled: 2218.19 | Baseline: 759.81 | Improvement: -1458.38 | Win Rate: 0.00% | Actor Loss: -9364.7192 | Entropy: 0.5342
Epoch [171/2000] | Sampled: 1405.19 | Baseline: 503.00 | Improvement: -902.19 | Win Rate: 0.00% | Actor Loss: -1637.6667 | Entropy: 0.4033
Epoch [172/2000] | Sampled: 1975.50 | Baseline: 686.88 | Improvement: -1288.62 | Win Rate: 0.00% | Actor Loss: 1112.8104 | Entropy: 0.4615
Epoch [173/2000] | Sampled: 2469.69 | Baseline: 852.81 | Improvement: -1616.88 | Win Rate: 0.00% | Actor Loss: -15186.5365 | Entropy: 0.5255
Epoch [174/2000] | Sampled: 2652.00 | Baseline: 923.75 | Improvement: -1728.25 | Win Rate: 0.00% | Actor Loss: -44962.4871 | Entropy: 0.5567
Epoch [175/2000] | Sampled: 2045.69 | Baseline: 710.62 | Improvement: -1335.06 | Win Rate: 0.00% | Actor Loss: -20717.0358 | Entropy: 0.4390
Epoch [176/2000] | Sampled: 2211.44 | Baseline: 758.12 | Improvement: -1453.31 | Win Rate: 0.00% | Actor Loss: -70625.8498 | Entropy: 0.4095
Epoch [177/2000] | Sampled: 2459.38 | Baseline: 840.06 | Improvement: -1619.31 | Win Rate: 0.00% | Actor Loss: 441.7122 | Entropy: 0.4680
Epoch [178/2000] | Sampled: 1785.50 | Baseline: 625.69 | Improvement: -1159.81 | Win Rate: 0.00% | Actor Loss: -4572.8357 | Entropy: 0.4056
Epoch [179/2000] | Sampled: 2080.75 | Baseline: 733.38 | Improvement: -1347.38 | Win Rate: 0.00% | Actor Loss: -70580.1076 | Entropy: 0.4266
Epoch [180/2000] | Sampled: 2577.44 | Baseline: 881.81 | Improvement: -1695.62 | Win Rate: 0.00% | Actor Loss: -4633.4137 | Entropy: 0.5148
Epoch [181/2000] | Sampled: 2307.62 | Baseline: 802.62 | Improvement: -1505.00 | Win Rate: 0.00% | Actor Loss: -725.2540 | Entropy: 0.4612
Epoch [182/2000] | Sampled: 1803.38 | Baseline: 625.12 | Improvement: -1178.25 | Win Rate: 0.00% | Actor Loss: 67.1143 | Entropy: 0.3970
Epoch [183/2000] | Sampled: 1792.38 | Baseline: 629.38 | Improvement: -1163.00 | Win Rate: 0.00% | Actor Loss: -1906.6336 | Entropy: 0.3780
Epoch [184/2000] | Sampled: 2344.62 | Baseline: 801.06 | Improvement: -1543.56 | Win Rate: 0.00% | Actor Loss: 11682.7422 | Entropy: 0.5001
Epoch [185/2000] | Sampled: 2189.62 | Baseline: 762.31 | Improvement: -1427.31 | Win Rate: 0.00% | Actor Loss: 81.8362 | Entropy: 0.4894
Epoch [186/2000] | Sampled: 2222.56 | Baseline: 762.88 | Improvement: -1459.69 | Win Rate: 0.00% | Actor Loss: -18824.8025 | Entropy: 0.4869
Epoch [187/2000] | Sampled: 2062.81 | Baseline: 717.12 | Improvement: -1345.69 | Win Rate: 0.00% | Actor Loss: -13273.7010 | Entropy: 0.4628
Epoch [188/2000] | Sampled: 2369.44 | Baseline: 831.00 | Improvement: -1538.44 | Win Rate: 0.00% | Actor Loss: 3883.5065 | Entropy: 0.5045
Epoch [189/2000] | Sampled: 2026.94 | Baseline: 705.81 | Improvement: -1321.12 | Win Rate: 0.00% | Actor Loss: -5585.5439 | Entropy: 0.4659
Epoch [190/2000] | Sampled: 2100.00 | Baseline: 730.88 | Improvement: -1369.12 | Win Rate: 0.00% | Actor Loss: -67542.9515 | Entropy: 0.4407
Epoch [191/2000] | Sampled: 2249.75 | Baseline: 780.44 | Improvement: -1469.31 | Win Rate: 0.00% | Actor Loss: -55219.8917 | Entropy: 0.4616
Epoch [192/2000] | Sampled: 2149.69 | Baseline: 750.88 | Improvement: -1398.81 | Win Rate: 0.00% | Actor Loss: -57.1129 | Entropy: 0.4734
Epoch [193/2000] | Sampled: 2262.00 | Baseline: 779.44 | Improvement: -1482.56 | Win Rate: 0.00% | Actor Loss: -85630.9074 | Entropy: 0.5209
Epoch [194/2000] | Sampled: 2839.62 | Baseline: 966.56 | Improvement: -1873.06 | Win Rate: 0.00% | Actor Loss: 6.2755 | Entropy: 0.5635
Epoch [195/2000] | Sampled: 2384.50 | Baseline: 815.00 | Improvement: -1569.50 | Win Rate: 0.00% | Actor Loss: -3641.1127 | Entropy: 0.4811
Epoch [196/2000] | Sampled: 2619.19 | Baseline: 903.06 | Improvement: -1716.12 | Win Rate: 0.00% | Actor Loss: 101.6684 | Entropy: 0.4721
Epoch [197/2000] | Sampled: 2518.06 | Baseline: 875.75 | Improvement: -1642.31 | Win Rate: 0.00% | Actor Loss: 38.2218 | Entropy: 0.4988
Epoch [198/2000] | Sampled: 2093.44 | Baseline: 735.94 | Improvement: -1357.50 | Win Rate: 0.00% | Actor Loss: 70.6346 | Entropy: 0.4262
Epoch [199/2000] | Sampled: 2185.56 | Baseline: 760.62 | Improvement: -1424.94 | Win Rate: 0.00% | Actor Loss: 9.4933 | Entropy: 0.4419
Epoch [200/2000] | Sampled: 2008.62 | Baseline: 711.31 | Improvement: -1297.31 | Win Rate: 0.00% | Actor Loss: 406.3359 | Entropy: 0.4243
   -> Saved updated training chart to /home/wei/AMR-DFJSP/Static_alogorithm/Attention/attention_precise_training_metrics.png
Epoch [201/2000] | Sampled: 2515.81 | Baseline: 864.06 | Improvement: -1651.75 | Win Rate: 0.00% | Actor Loss: 55139.0171 | Entropy: 0.4481
Epoch [202/2000] | Sampled: 2490.81 | Baseline: 842.94 | Improvement: -1647.88 | Win Rate: 0.00% | Actor Loss: 60.6705 | Entropy: 0.4749
Epoch [203/2000] | Sampled: 2307.81 | Baseline: 795.50 | Improvement: -1512.31 | Win Rate: 0.00% | Actor Loss: 4.9208 | Entropy: 0.4488
Epoch [204/2000] | Sampled: 2124.38 | Baseline: 730.88 | Improvement: -1393.50 | Win Rate: 0.00% | Actor Loss: -4.1985 | Entropy: 0.4106
Epoch [205/2000] | Sampled: 2167.31 | Baseline: 742.00 | Improvement: -1425.31 | Win Rate: 0.00% | Actor Loss: -10728.3397 | Entropy: 0.4053
Epoch [206/2000] | Sampled: 2540.62 | Baseline: 864.44 | Improvement: -1676.19 | Win Rate: 0.00% | Actor Loss: 90.5397 | Entropy: 0.4727
Epoch [207/2000] | Sampled: 2578.62 | Baseline: 885.12 | Improvement: -1693.50 | Win Rate: 0.00% | Actor Loss: 49.4443 | Entropy: 0.4901
Epoch [208/2000] | Sampled: 1858.12 | Baseline: 635.44 | Improvement: -1222.69 | Win Rate: 0.00% | Actor Loss: 4.8775 | Entropy: 0.3590
Epoch [209/2000] | Sampled: 2015.94 | Baseline: 707.88 | Improvement: -1308.06 | Win Rate: 0.00% | Actor Loss: 2.8117 | Entropy: 0.5365
Epoch [210/2000] | Sampled: 2324.88 | Baseline: 795.12 | Improvement: -1529.75 | Win Rate: 0.00% | Actor Loss: -9.6281 | Entropy: 0.7204
Epoch [211/2000] | Sampled: 1920.88 | Baseline: 671.75 | Improvement: -1249.12 | Win Rate: 0.00% | Actor Loss: -3.4310 | Entropy: 0.5785
Epoch [212/2000] | Sampled: 1784.50 | Baseline: 617.81 | Improvement: -1166.69 | Win Rate: 0.00% | Actor Loss: -4.9969 | Entropy: 0.6035
Epoch [213/2000] | Sampled: 2072.19 | Baseline: 716.50 | Improvement: -1355.69 | Win Rate: 0.00% | Actor Loss: -2.3342 | Entropy: 0.6288
Epoch [214/2000] | Sampled: 2399.00 | Baseline: 828.06 | Improvement: -1570.94 | Win Rate: 0.00% | Actor Loss: -6.4194 | Entropy: 0.7703
Epoch [215/2000] | Sampled: 1986.56 | Baseline: 736.38 | Improvement: -1250.19 | Win Rate: 0.00% | Actor Loss: 3471.4289 | Entropy: 0.5454
Epoch [216/2000] | Sampled: 2099.81 | Baseline: 728.75 | Improvement: -1371.06 | Win Rate: 0.00% | Actor Loss: -1443.9961 | Entropy: 0.6395
Epoch [217/2000] | Sampled: 2115.31 | Baseline: 733.81 | Improvement: -1381.50 | Win Rate: 0.00% | Actor Loss: 0.6714 | Entropy: 0.7693
Epoch [218/2000] | Sampled: 2616.81 | Baseline: 901.19 | Improvement: -1715.62 | Win Rate: 0.00% | Actor Loss: 331.4603 | Entropy: 0.7228
Epoch [219/2000] | Sampled: 1961.25 | Baseline: 707.50 | Improvement: -1253.75 | Win Rate: 0.00% | Actor Loss: -754.5988 | Entropy: 0.4994
Epoch [220/2000] | Sampled: 2041.75 | Baseline: 715.94 | Improvement: -1325.81 | Win Rate: 0.00% | Actor Loss: -643.8393 | Entropy: 0.5234
Epoch [221/2000] | Sampled: 2135.50 | Baseline: 748.44 | Improvement: -1387.06 | Win Rate: 0.00% | Actor Loss: 4.5170 | Entropy: 0.5642
Epoch [222/2000] | Sampled: 2174.75 | Baseline: 743.62 | Improvement: -1431.12 | Win Rate: 0.00% | Actor Loss: -21.6350 | Entropy: 0.5477
Epoch [223/2000] | Sampled: 2529.88 | Baseline: 875.94 | Improvement: -1653.94 | Win Rate: 0.00% | Actor Loss: -9.2604 | Entropy: 0.5994
Epoch [224/2000] | Sampled: 1911.00 | Baseline: 671.00 | Improvement: -1240.00 | Win Rate: 0.00% | Actor Loss: 4.5030 | Entropy: 0.4497
Epoch [225/2000] | Sampled: 2275.62 | Baseline: 793.19 | Improvement: -1482.44 | Win Rate: 0.00% | Actor Loss: -14.8177 | Entropy: 0.5737
Epoch [226/2000] | Sampled: 2107.12 | Baseline: 723.06 | Improvement: -1384.06 | Win Rate: 0.00% | Actor Loss: -13.1534 | Entropy: 0.4758
Epoch [227/2000] | Sampled: 2665.56 | Baseline: 906.88 | Improvement: -1758.69 | Win Rate: 0.00% | Actor Loss: -501.5589 | Entropy: 0.5614
Epoch [228/2000] | Sampled: 2127.50 | Baseline: 727.31 | Improvement: -1400.19 | Win Rate: 0.00% | Actor Loss: 0.4474 | Entropy: 0.4380
Epoch [229/2000] | Sampled: 2393.62 | Baseline: 804.56 | Improvement: -1589.06 | Win Rate: 0.00% | Actor Loss: -0.2841 | Entropy: 0.4682
Epoch [230/2000] | Sampled: 2168.19 | Baseline: 736.06 | Improvement: -1432.12 | Win Rate: 0.00% | Actor Loss: 1.4697 | Entropy: 0.4024
Epoch [231/2000] | Sampled: 2508.88 | Baseline: 852.75 | Improvement: -1656.12 | Win Rate: 0.00% | Actor Loss: 0.8124 | Entropy: 0.4956
Epoch [232/2000] | Sampled: 2256.88 | Baseline: 773.75 | Improvement: -1483.12 | Win Rate: 0.00% | Actor Loss: 0.7317 | Entropy: 0.4933
Epoch [233/2000] | Sampled: 2046.31 | Baseline: 690.44 | Improvement: -1355.88 | Win Rate: 0.00% | Actor Loss: -1.6914 | Entropy: 0.4310
Epoch [234/2000] | Sampled: 2123.12 | Baseline: 723.88 | Improvement: -1399.25 | Win Rate: 0.00% | Actor Loss: 0.3008 | Entropy: 0.4919
Epoch [235/2000] | Sampled: 2765.50 | Baseline: 934.62 | Improvement: -1830.88 | Win Rate: 0.00% | Actor Loss: 1.6004 | Entropy: 0.5748
Epoch [236/2000] | Sampled: 2374.69 | Baseline: 799.38 | Improvement: -1575.31 | Win Rate: 0.00% | Actor Loss: -298.4983 | Entropy: 0.5153
Epoch [237/2000] | Sampled: 2430.00 | Baseline: 838.62 | Improvement: -1591.38 | Win Rate: 0.00% | Actor Loss: 7.0047 | Entropy: 0.4995
Epoch [238/2000] | Sampled: 1829.00 | Baseline: 619.31 | Improvement: -1209.69 | Win Rate: 0.00% | Actor Loss: -0.6956 | Entropy: 0.3577
Epoch [239/2000] | Sampled: 2283.00 | Baseline: 772.44 | Improvement: -1510.56 | Win Rate: 0.00% | Actor Loss: 2.0337 | Entropy: 0.4423
Epoch [240/2000] | Sampled: 1990.44 | Baseline: 684.50 | Improvement: -1305.94 | Win Rate: 0.00% | Actor Loss: 1.2471 | Entropy: 0.3927
Epoch [241/2000] | Sampled: 2292.12 | Baseline: 775.12 | Improvement: -1517.00 | Win Rate: 0.00% | Actor Loss: -14.3904 | Entropy: 0.4307
Epoch [242/2000] | Sampled: 2717.25 | Baseline: 915.94 | Improvement: -1801.31 | Win Rate: 0.00% | Actor Loss: -6492.2212 | Entropy: 0.5275
Epoch [243/2000] | Sampled: 2367.38 | Baseline: 799.69 | Improvement: -1567.69 | Win Rate: 0.00% | Actor Loss: 305.2154 | Entropy: 0.4619
Epoch [244/2000] | Sampled: 2235.38 | Baseline: 758.81 | Improvement: -1476.56 | Win Rate: 0.00% | Actor Loss: -28647.3571 | Entropy: 0.4296
Epoch [245/2000] | Sampled: 2470.50 | Baseline: 831.62 | Improvement: -1638.88 | Win Rate: 0.00% | Actor Loss: -577.6963 | Entropy: 0.4524
Epoch [246/2000] | Sampled: 2173.12 | Baseline: 736.81 | Improvement: -1436.31 | Win Rate: 0.00% | Actor Loss: -243.6412 | Entropy: 0.4103
Epoch [247/2000] | Sampled: 2535.38 | Baseline: 861.75 | Improvement: -1673.62 | Win Rate: 0.00% | Actor Loss: -57.0992 | Entropy: 0.4377
Epoch [248/2000] | Sampled: 2296.81 | Baseline: 777.25 | Improvement: -1519.56 | Win Rate: 0.00% | Actor Loss: -441.4064 | Entropy: 0.4186
Epoch [249/2000] | Sampled: 2143.00 | Baseline: 724.94 | Improvement: -1418.06 | Win Rate: 0.00% | Actor Loss: -3.1026 | Entropy: 0.3929
Epoch [250/2000] | Sampled: 2305.06 | Baseline: 778.69 | Improvement: -1526.38 | Win Rate: 0.00% | Actor Loss: 128.4258 | Entropy: 0.4384
Epoch [251/2000] | Sampled: 2203.19 | Baseline: 748.12 | Improvement: -1455.06 | Win Rate: 0.00% | Actor Loss: -1517.8387 | Entropy: 0.4104
Epoch [252/2000] | Sampled: 2067.25 | Baseline: 693.81 | Improvement: -1373.44 | Win Rate: 0.00% | Actor Loss: -0.7180 | Entropy: 0.4086
Epoch [253/2000] | Sampled: 2722.38 | Baseline: 917.00 | Improvement: -1805.38 | Win Rate: 0.00% | Actor Loss: -5.0902 | Entropy: 0.4748
Epoch [254/2000] | Sampled: 2499.00 | Baseline: 838.69 | Improvement: -1660.31 | Win Rate: 0.00% | Actor Loss: -2.9435 | Entropy: 0.4833
Epoch [255/2000] | Sampled: 2352.69 | Baseline: 793.81 | Improvement: -1558.88 | Win Rate: 0.00% | Actor Loss: -2.7257 | Entropy: 0.4958
Epoch [256/2000] | Sampled: 2391.06 | Baseline: 799.50 | Improvement: -1591.56 | Win Rate: 0.00% | Actor Loss: -797.0797 | Entropy: 1.3936
Epoch [257/2000] | Sampled: 2243.19 | Baseline: 791.38 | Improvement: -1451.81 | Win Rate: 0.00% | Actor Loss: -9.3046 | Entropy: 2.3534
Epoch [258/2000] | Sampled: 1856.69 | Baseline: 826.00 | Improvement: -1030.69 | Win Rate: 0.00% | Actor Loss: -3.5814 | Entropy: 2.0893
Epoch [259/2000] | Sampled: 1475.44 | Baseline: 741.62 | Improvement: -733.81 | Win Rate: 0.00% | Actor Loss: -0.7771 | Entropy: 1.6896
Epoch [260/2000] | Sampled: 1906.12 | Baseline: 644.94 | Improvement: -1261.19 | Win Rate: 0.00% | Actor Loss: -8.3089 | Entropy: 1.0451
Epoch [261/2000] | Sampled: 2207.06 | Baseline: 764.06 | Improvement: -1443.00 | Win Rate: 0.00% | Actor Loss: -4.7463 | Entropy: 1.2108
Epoch [262/2000] | Sampled: 2128.19 | Baseline: 736.00 | Improvement: -1392.19 | Win Rate: 0.00% | Actor Loss: -3.0195 | Entropy: 1.1166
Epoch [263/2000] | Sampled: 2290.56 | Baseline: 786.75 | Improvement: -1503.81 | Win Rate: 0.00% | Actor Loss: 12.0339 | Entropy: 1.0599
Epoch [264/2000] | Sampled: 2143.75 | Baseline: 726.44 | Improvement: -1417.31 | Win Rate: 0.00% | Actor Loss: -2.7495 | Entropy: 0.9175
Epoch [265/2000] | Sampled: 2396.44 | Baseline: 807.81 | Improvement: -1588.62 | Win Rate: 0.00% | Actor Loss: -9.0016 | Entropy: 0.9712
Epoch [266/2000] | Sampled: 2418.75 | Baseline: 833.69 | Improvement: -1585.06 | Win Rate: 0.00% | Actor Loss: -5.8437 | Entropy: 0.9442
Epoch [267/2000] | Sampled: 2334.62 | Baseline: 788.25 | Improvement: -1546.38 | Win Rate: 0.00% | Actor Loss: -1.8393 | Entropy: 0.8783
Epoch [268/2000] | Sampled: 2653.56 | Baseline: 900.31 | Improvement: -1753.25 | Win Rate: 0.00% | Actor Loss: -0.4328 | Entropy: 0.9407
Epoch [269/2000] | Sampled: 2113.50 | Baseline: 721.56 | Improvement: -1391.94 | Win Rate: 0.00% | Actor Loss: 13.8244 | Entropy: 0.7681
Epoch [270/2000] | Sampled: 2018.81 | Baseline: 692.88 | Improvement: -1325.94 | Win Rate: 0.00% | Actor Loss: 8.6847 | Entropy: 0.7057
Epoch [271/2000] | Sampled: 2165.38 | Baseline: 762.38 | Improvement: -1403.00 | Win Rate: 0.00% | Actor Loss: -2.1299 | Entropy: 0.7842
Epoch [272/2000] | Sampled: 2317.56 | Baseline: 799.88 | Improvement: -1517.69 | Win Rate: 0.00% | Actor Loss: -2.3508 | Entropy: 0.7825
Epoch [273/2000] | Sampled: 1681.25 | Baseline: 593.75 | Improvement: -1087.50 | Win Rate: 0.00% | Actor Loss: 2.7039 | Entropy: 0.6148
Epoch [274/2000] | Sampled: 2293.19 | Baseline: 793.81 | Improvement: -1499.38 | Win Rate: 0.00% | Actor Loss: -1.6544 | Entropy: 0.7310
Epoch [275/2000] | Sampled: 1815.38 | Baseline: 635.88 | Improvement: -1179.50 | Win Rate: 0.00% | Actor Loss: 0.3351 | Entropy: 0.6345
Epoch [276/2000] | Sampled: 2510.88 | Baseline: 874.75 | Improvement: -1636.12 | Win Rate: 0.00% | Actor Loss: 1.1966 | Entropy: 0.7749
Epoch [277/2000] | Sampled: 2125.44 | Baseline: 727.00 | Improvement: -1398.44 | Win Rate: 0.00% | Actor Loss: -0.6949 | Entropy: 0.6650
Epoch [278/2000] | Sampled: 2568.62 | Baseline: 869.31 | Improvement: -1699.31 | Win Rate: 0.00% | Actor Loss: 1.1623 | Entropy: 0.7623
Epoch [279/2000] | Sampled: 2695.38 | Baseline: 942.12 | Improvement: -1753.25 | Win Rate: 0.00% | Actor Loss: -0.6563 | Entropy: 0.8113
Epoch [280/2000] | Sampled: 1846.88 | Baseline: 644.50 | Improvement: -1202.38 | Win Rate: 0.00% | Actor Loss: -0.7634 | Entropy: 0.6030
Epoch [281/2000] | Sampled: 2104.50 | Baseline: 735.50 | Improvement: -1369.00 | Win Rate: 0.00% | Actor Loss: -2.1075 | Entropy: 0.7032
Epoch [282/2000] | Sampled: 2085.44 | Baseline: 725.50 | Improvement: -1359.94 | Win Rate: 0.00% | Actor Loss: -1.0485 | Entropy: 0.7325
Epoch [283/2000] | Sampled: 1814.50 | Baseline: 638.56 | Improvement: -1175.94 | Win Rate: 0.00% | Actor Loss: 0.3722 | Entropy: 0.6336
Epoch [284/2000] | Sampled: 2038.50 | Baseline: 707.19 | Improvement: -1331.31 | Win Rate: 0.00% | Actor Loss: 5.6684 | Entropy: 0.7006
Epoch [285/2000] | Sampled: 1644.19 | Baseline: 574.50 | Improvement: -1069.69 | Win Rate: 0.00% | Actor Loss: 0.4826 | Entropy: 0.6379
Epoch [286/2000] | Sampled: 2087.12 | Baseline: 722.50 | Improvement: -1364.62 | Win Rate: 0.00% | Actor Loss: -1.0876 | Entropy: 0.7297
Epoch [287/2000] | Sampled: 2155.69 | Baseline: 743.19 | Improvement: -1412.50 | Win Rate: 0.00% | Actor Loss: 3.1477 | Entropy: 0.8047
Epoch [288/2000] | Sampled: 2466.44 | Baseline: 844.88 | Improvement: -1621.56 | Win Rate: 0.00% | Actor Loss: -6.4956 | Entropy: 0.8626
Epoch [289/2000] | Sampled: 1556.62 | Baseline: 540.62 | Improvement: -1016.00 | Win Rate: 0.00% | Actor Loss: 1.0317 | Entropy: 0.6296
Epoch [290/2000] | Sampled: 2411.94 | Baseline: 824.19 | Improvement: -1587.75 | Win Rate: 0.00% | Actor Loss: -3.5496 | Entropy: 0.8409
Epoch [291/2000] | Sampled: 1546.19 | Baseline: 525.19 | Improvement: -1021.00 | Win Rate: 0.00% | Actor Loss: -0.6415 | Entropy: 0.6423
Epoch [292/2000] | Sampled: 2135.25 | Baseline: 747.69 | Improvement: -1387.56 | Win Rate: 0.00% | Actor Loss: -4.7330 | Entropy: 0.8420
Epoch [293/2000] | Sampled: 1528.88 | Baseline: 521.81 | Improvement: -1007.06 | Win Rate: 0.00% | Actor Loss: -1.1901 | Entropy: 0.6423
Epoch [294/2000] | Sampled: 2023.31 | Baseline: 698.94 | Improvement: -1324.38 | Win Rate: 0.00% | Actor Loss: -4.0970 | Entropy: 0.7917
Epoch [295/2000] | Sampled: 1512.75 | Baseline: 526.69 | Improvement: -986.06 | Win Rate: 0.00% | Actor Loss: 0.9216 | Entropy: 0.6703
Epoch [296/2000] | Sampled: 2384.31 | Baseline: 827.00 | Improvement: -1557.31 | Win Rate: 0.00% | Actor Loss: -0.6245 | Entropy: 0.9428
Epoch [297/2000] | Sampled: 1975.19 | Baseline: 691.19 | Improvement: -1284.00 | Win Rate: 0.00% | Actor Loss: -2.5273 | Entropy: 0.8561
Epoch [298/2000] | Sampled: 1964.31 | Baseline: 678.00 | Improvement: -1286.31 | Win Rate: 0.00% | Actor Loss: -2.4063 | Entropy: 0.8750
Epoch [299/2000] | Sampled: 2594.94 | Baseline: 886.88 | Improvement: -1708.06 | Win Rate: 0.00% | Actor Loss: -3.2693 | Entropy: 1.1019
Epoch [300/2000] | Sampled: 2176.88 | Baseline: 745.44 | Improvement: -1431.44 | Win Rate: 0.00% | Actor Loss: -0.1259 | Entropy: 0.9679
   -> Saved updated training chart to /home/wei/AMR-DFJSP/Static_alogorithm/Attention/attention_precise_training_metrics.png
Epoch [301/2000] | Sampled: 2297.94 | Baseline: 796.56 | Improvement: -1501.38 | Win Rate: 0.00% | Actor Loss: -3.4281 | Entropy: 1.0026
Epoch [302/2000] | Sampled: 2324.69 | Baseline: 791.00 | Improvement: -1533.69 | Win Rate: 0.00% | Actor Loss: -3.3099 | Entropy: 1.0289
Epoch [303/2000] | Sampled: 2338.69 | Baseline: 795.00 | Improvement: -1543.69 | Win Rate: 0.00% | Actor Loss: -0.3202 | Entropy: 1.0285
Epoch [304/2000] | Sampled: 2421.56 | Baseline: 824.88 | Improvement: -1596.69 | Win Rate: 0.00% | Actor Loss: -3.5229 | Entropy: 1.1110
Epoch [305/2000] | Sampled: 2420.38 | Baseline: 824.00 | Improvement: -1596.38 | Win Rate: 0.00% | Actor Loss: 0.0738 | Entropy: 1.0367
Epoch [306/2000] | Sampled: 2132.12 | Baseline: 726.19 | Improvement: -1405.94 | Win Rate: 0.00% | Actor Loss: 4.4355 | Entropy: 0.9093
Epoch [307/2000] | Sampled: 2628.12 | Baseline: 895.12 | Improvement: -1733.00 | Win Rate: 0.00% | Actor Loss: 7.0401 | Entropy: 1.1045
Epoch [308/2000] | Sampled: 2168.50 | Baseline: 725.88 | Improvement: -1442.62 | Win Rate: 0.00% | Actor Loss: -3.6940 | Entropy: 0.9687
Epoch [309/2000] | Sampled: 2578.62 | Baseline: 872.94 | Improvement: -1705.69 | Win Rate: 0.00% | Actor Loss: 0.8592 | Entropy: 1.0911
Epoch [310/2000] | Sampled: 2230.00 | Baseline: 765.56 | Improvement: -1464.44 | Win Rate: 0.00% | Actor Loss: -0.2028 | Entropy: 0.9513
Epoch [311/2000] | Sampled: 1772.56 | Baseline: 609.88 | Improvement: -1162.69 | Win Rate: 0.00% | Actor Loss: -0.8159 | Entropy: 0.8021
Epoch [312/2000] | Sampled: 2530.56 | Baseline: 859.12 | Improvement: -1671.44 | Win Rate: 0.00% | Actor Loss: -4.7112 | Entropy: 1.0526
Epoch [313/2000] | Sampled: 1860.25 | Baseline: 637.81 | Improvement: -1222.44 | Win Rate: 0.00% | Actor Loss: -3.1455 | Entropy: 0.8699
Epoch [314/2000] | Sampled: 2297.31 | Baseline: 779.31 | Improvement: -1518.00 | Win Rate: 0.00% | Actor Loss: -4.9044 | Entropy: 1.0059
Epoch [315/2000] | Sampled: 2322.75 | Baseline: 797.00 | Improvement: -1525.75 | Win Rate: 0.00% | Actor Loss: -7.5003 | Entropy: 1.0414
Epoch [316/2000] | Sampled: 2529.38 | Baseline: 858.25 | Improvement: -1671.12 | Win Rate: 0.00% | Actor Loss: -5.6560 | Entropy: 1.1713
Epoch [317/2000] | Sampled: 2220.62 | Baseline: 768.81 | Improvement: -1451.81 | Win Rate: 0.00% | Actor Loss: -4.5733 | Entropy: 1.0740
Epoch [318/2000] | Sampled: 2116.62 | Baseline: 717.75 | Improvement: -1398.88 | Win Rate: 0.00% | Actor Loss: -6.4420 | Entropy: 1.1137
Epoch [319/2000] | Sampled: 1823.06 | Baseline: 621.25 | Improvement: -1201.81 | Win Rate: 0.00% | Actor Loss: -0.2978 | Entropy: 0.9596
Epoch [320/2000] | Sampled: 1960.88 | Baseline: 664.12 | Improvement: -1296.75 | Win Rate: 0.00% | Actor Loss: -7.5096 | Entropy: 1.0584
