Training on: cuda
Loaded 1000 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_60.jsonl
Loaded 50 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_validation_60.jsonl
Loaded 50 validation event(s).
Starting hybrid dock-aware extend_GNN REINFORCE training with dispatch baseline 'earliest_completion_job+earliest_completion' (stepwise).
Epoch [1/2000] | Sampled: 794.88 | Baseline: 552.50 | Improvement: -242.38 | Win Rate: 0.00% | Actor Loss: -37.6511 | Entropy: 4.0738 | Invalid S/B: 0.56/0.00 | Max Load: 14.4 | Load Gap: 4.8
Epoch [13/2000] | Sampled: 795.19 | Baseline: 561.25 | Improvement: -233.94 | Win Rate: 0.00% | Actor Loss: -36.9875 | Entropy: 3.8728 | Invalid S/B: 0.44/0.00 | Max Load: 13.9 | Load Gap: 3.8
Epoch [14/2000] | Sampled: 812.12 | Baseline: 559.81 | Improvement: -252.31 | Win Rate: 0.00% | Actor Loss: -38.2700 | Entropy: 3.8756 | Invalid S/B: 0.56/0.00 | Max Load: 14.1 | Load Gap: 3.9
Epoch [15/2000] | Sampled: 797.56 | Baseline: 560.88 | Improvement: -236.69 | Win Rate: 0.00% | Actor Loss: -39.1681 | Entropy: 3.8311 | Invalid S/B: 0.44/0.00 | Max Load: 14.4 | Load Gap: 4.6
Epoch [16/2000] | Sampled: 773.94 | Baseline: 557.62 | Improvement: -216.31 | Win Rate: 0.00% | Actor Loss: -37.2208 | Entropy: 3.8360 | Invalid S/B: 0.31/0.00 | Max Load: 13.9 | Load Gap: 3.7
Epoch [17/2000] | Sampled: 823.06 | Baseline: 562.56 | Improvement: -260.50 | Win Rate: 0.00% | Actor Loss: -34.0981 | Entropy: 3.8128 | Invalid S/B: 0.56/0.00 | Max Load: 14.4 | Load Gap: 4.4
Epoch [18/2000] | Sampled: 809.94 | Baseline: 558.88 | Improvement: -251.06 | Win Rate: 0.00% | Actor Loss: -36.7627 | Entropy: 3.7961 | Invalid S/B: 0.31/0.00 | Max Load: 14.2 | Load Gap: 4.3
Epoch [19/2000] | Sampled: 790.75 | Baseline: 549.00 | Improvement: -241.75 | Win Rate: 0.00% | Actor Loss: -34.9542 | Entropy: 3.7739 | Invalid S/B: 0.44/0.00 | Max Load: 14.2 | Load Gap: 4.3
Epoch [20/2000] | Sampled: 769.44 | Baseline: 555.12 | Improvement: -214.31 | Win Rate: 0.00% | Actor Loss: -34.3037 | Entropy: 3.7725 | Invalid S/B: 0.38/0.00 | Max Load: 14.2 | Load Gap: 4.2
Epoch [21/2000] | Sampled: 773.88 | Baseline: 560.31 | Improvement: -213.56 | Win Rate: 0.00% | Actor Loss: -31.4013 | Entropy: 3.7497 | Invalid S/B: 0.25/0.00 | Max Load: 14.1 | Load Gap: 3.8
Epoch [22/2000] | Sampled: 796.94 | Baseline: 553.62 | Improvement: -243.31 | Win Rate: 0.00% | Actor Loss: -32.2439 | Entropy: 3.7432 | Invalid S/B: 0.88/0.00 | Max Load: 14.0 | Load Gap: 3.7
Epoch [23/2000] | Sampled: 770.12 | Baseline: 555.50 | Improvement: -214.62 | Win Rate: 0.00% | Actor Loss: -33.7777 | Entropy: 3.7437 | Invalid S/B: 0.25/0.00 | Max Load: 14.4 | Load Gap: 4.2
Epoch [24/2000] | Sampled: 802.00 | Baseline: 557.00 | Improvement: -245.00 | Win Rate: 0.00% | Actor Loss: -35.5416 | Entropy: 3.7172 | Invalid S/B: 0.38/0.00 | Max Load: 14.4 | Load Gap: 4.4
Epoch [25/2000] | Sampled: 780.12 | Baseline: 565.00 | Improvement: -215.12 | Win Rate: 0.00% | Actor Loss: -29.2499 | Entropy: 3.7305 | Invalid S/B: 0.19/0.00 | Max Load: 14.1 | Load Gap: 4.2
Epoch [26/2000] | Sampled: 801.25 | Baseline: 560.94 | Improvement: -240.31 | Win Rate: 0.00% | Actor Loss: -32.5974 | Entropy: 3.7167 | Invalid S/B: 0.44/0.00 | Max Load: 14.4 | Load Gap: 4.5
Epoch [27/2000] | Sampled: 804.06 | Baseline: 555.88 | Improvement: -248.19 | Win Rate: 0.00% | Actor Loss: -25.6819 | Entropy: 3.6873 | Invalid S/B: 0.50/0.00 | Max Load: 14.2 | Load Gap: 4.1
Epoch [28/2000] | Sampled: 791.12 | Baseline: 558.38 | Improvement: -232.75 | Win Rate: 0.00% | Actor Loss: -32.3984 | Entropy: 3.7034 | Invalid S/B: 0.50/0.00 | Max Load: 14.2 | Load Gap: 4.2
Epoch [29/2000] | Sampled: 784.94 | Baseline: 565.25 | Improvement: -219.69 | Win Rate: 0.00% | Actor Loss: -34.1579 | Entropy: 3.7047 | Invalid S/B: 0.12/0.00 | Max Load: 14.0 | Load Gap: 3.6
Epoch [30/2000] | Sampled: 792.12 | Baseline: 563.06 | Improvement: -229.06 | Win Rate: 0.00% | Actor Loss: -29.7425 | Entropy: 3.7065 | Invalid S/B: 0.50/0.00 | Max Load: 13.8 | Load Gap: 3.3
Epoch [31/2000] | Sampled: 769.62 | Baseline: 560.81 | Improvement: -208.81 | Win Rate: 0.00% | Actor Loss: -30.6489 | Entropy: 3.6645 | Invalid S/B: 0.88/0.00 | Max Load: 14.2 | Load Gap: 4.1
Epoch [32/2000] | Sampled: 792.12 | Baseline: 562.25 | Improvement: -229.88 | Win Rate: 0.00% | Actor Loss: -26.6044 | Entropy: 3.6644 | Invalid S/B: 0.56/0.00 | Max Load: 14.0 | Load Gap: 3.6
Epoch [33/2000] | Sampled: 789.75 | Baseline: 557.56 | Improvement: -232.19 | Win Rate: 0.00% | Actor Loss: -28.8298 | Entropy: 3.6332 | Invalid S/B: 0.31/0.00 | Max Load: 14.1 | Load Gap: 3.9
Epoch [34/2000] | Sampled: 800.06 | Baseline: 558.06 | Improvement: -242.00 | Win Rate: 0.00% | Actor Loss: -30.4691 | Entropy: 3.6210 | Invalid S/B: 0.31/0.00 | Max Load: 14.1 | Load Gap: 4.1
Epoch [35/2000] | Sampled: 769.94 | Baseline: 559.50 | Improvement: -210.44 | Win Rate: 0.00% | Actor Loss: -31.2475 | Entropy: 3.6161 | Invalid S/B: 0.38/0.00 | Max Load: 13.8 | Load Gap: 3.6
Epoch [36/2000] | Sampled: 771.12 | Baseline: 553.56 | Improvement: -217.56 | Win Rate: 0.00% | Actor Loss: -24.1265 | Entropy: 3.5772 | Invalid S/B: 0.12/0.00 | Max Load: 14.6 | Load Gap: 4.8
Epoch [37/2000] | Sampled: 759.62 | Baseline: 552.44 | Improvement: -207.19 | Win Rate: 0.00% | Actor Loss: -26.8867 | Entropy: 3.5692 | Invalid S/B: 0.44/0.00 | Max Load: 13.9 | Load Gap: 3.7
Epoch [38/2000] | Sampled: 784.62 | Baseline: 552.12 | Improvement: -232.50 | Win Rate: 0.00% | Actor Loss: -28.8584 | Entropy: 3.5563 | Invalid S/B: 0.38/0.00 | Max Load: 14.5 | Load Gap: 4.8
Epoch [39/2000] | Sampled: 768.94 | Baseline: 557.06 | Improvement: -211.88 | Win Rate: 0.00% | Actor Loss: -28.2216 | Entropy: 3.5300 | Invalid S/B: 0.44/0.00 | Max Load: 14.2 | Load Gap: 4.0
Epoch [40/2000] | Sampled: 758.69 | Baseline: 567.88 | Improvement: -190.81 | Win Rate: 0.00% | Actor Loss: -27.0079 | Entropy: 3.4962 | Invalid S/B: 0.44/0.00 | Max Load: 14.2 | Load Gap: 4.2
Epoch [41/2000] | Sampled: 773.06 | Baseline: 550.81 | Improvement: -222.25 | Win Rate: 0.00% | Actor Loss: -27.4113 | Entropy: 3.4529 | Invalid S/B: 0.50/0.00 | Max Load: 13.9 | Load Gap: 4.0
Epoch [42/2000] | Sampled: 750.81 | Baseline: 553.38 | Improvement: -197.44 | Win Rate: 0.00% | Actor Loss: -25.7748 | Entropy: 3.4416 | Invalid S/B: 0.75/0.00 | Max Load: 13.8 | Load Gap: 3.6
Epoch [43/2000] | Sampled: 765.00 | Baseline: 556.06 | Improvement: -208.94 | Win Rate: 0.00% | Actor Loss: -32.9821 | Entropy: 3.4584 | Invalid S/B: 0.62/0.00 | Max Load: 14.2 | Load Gap: 4.2
Epoch [44/2000] | Sampled: 767.94 | Baseline: 558.69 | Improvement: -209.25 | Win Rate: 0.00% | Actor Loss: -26.8296 | Entropy: 3.4794 | Invalid S/B: 0.38/0.00 | Max Load: 14.5 | Load Gap: 4.6
Epoch [45/2000] | Sampled: 736.00 | Baseline: 555.69 | Improvement: -180.31 | Win Rate: 0.00% | Actor Loss: -33.7869 | Entropy: 3.5102 | Invalid S/B: 0.38/0.00 | Max Load: 14.1 | Load Gap: 3.8
Epoch [46/2000] | Sampled: 747.94 | Baseline: 553.62 | Improvement: -194.31 | Win Rate: 0.00% | Actor Loss: -33.7147 | Entropy: 3.4922 | Invalid S/B: 0.31/0.00 | Max Load: 13.9 | Load Gap: 3.7
Epoch [47/2000] | Sampled: 747.44 | Baseline: 552.88 | Improvement: -194.56 | Win Rate: 0.00% | Actor Loss: -30.0207 | Entropy: 3.4093 | Invalid S/B: 0.50/0.00 | Max Load: 14.0 | Load Gap: 4.2
Epoch [48/2000] | Sampled: 744.06 | Baseline: 570.06 | Improvement: -174.00 | Win Rate: 0.00% | Actor Loss: -23.9799 | Entropy: 3.3557 | Invalid S/B: 0.56/0.06 | Max Load: 14.3 | Load Gap: 4.2
Epoch [49/2000] | Sampled: 757.94 | Baseline: 559.44 | Improvement: -198.50 | Win Rate: 0.00% | Actor Loss: -29.2928 | Entropy: 3.4597 | Invalid S/B: 0.50/0.00 | Max Load: 14.1 | Load Gap: 4.2
Epoch [50/2000] | Sampled: 759.81 | Baseline: 548.00 | Improvement: -211.81 | Win Rate: 0.00% | Actor Loss: -35.0209 | Entropy: 3.6666 | Invalid S/B: 0.44/0.00 | Max Load: 13.8 | Load Gap: 3.7
   -> Validation | Samples: 50 | Makespan: 662.00 | Invalid Jobs: 0.20 | Score: 862.00
   -> Saved new best model (Val Score: 862.00)
Epoch [51/2000] | Sampled: 762.62 | Baseline: 546.75 | Improvement: -215.88 | Win Rate: 0.00% | Actor Loss: -37.4184 | Entropy: 3.7294 | Invalid S/B: 0.31/0.00 | Max Load: 14.4 | Load Gap: 4.5
Epoch [52/2000] | Sampled: 777.81 | Baseline: 558.00 | Improvement: -219.81 | Win Rate: 0.00% | Actor Loss: -35.0496 | Entropy: 3.7951 | Invalid S/B: 0.31/0.00 | Max Load: 13.7 | Load Gap: 3.7
Epoch [53/2000] | Sampled: 764.88 | Baseline: 559.00 | Improvement: -205.88 | Win Rate: 0.00% | Actor Loss: -33.9165 | Entropy: 3.8004 | Invalid S/B: 0.50/0.00 | Max Load: 14.1 | Load Gap: 4.1
Epoch [54/2000] | Sampled: 755.12 | Baseline: 561.00 | Improvement: -194.12 | Win Rate: 0.00% | Actor Loss: -34.9609 | Entropy: 3.7456 | Invalid S/B: 0.12/0.00 | Max Load: 13.8 | Load Gap: 3.7
Epoch [55/2000] | Sampled: 783.44 | Baseline: 562.69 | Improvement: -220.75 | Win Rate: 0.00% | Actor Loss: -30.4845 | Entropy: 3.7247 | Invalid S/B: 0.62/0.06 | Max Load: 13.9 | Load Gap: 3.8
Epoch [56/2000] | Sampled: 776.56 | Baseline: 556.62 | Improvement: -219.94 | Win Rate: 0.00% | Actor Loss: -26.3971 | Entropy: 3.7310 | Invalid S/B: 0.25/0.00 | Max Load: 13.6 | Load Gap: 3.4
Epoch [57/2000] | Sampled: 778.38 | Baseline: 551.56 | Improvement: -226.81 | Win Rate: 0.00% | Actor Loss: -29.5839 | Entropy: 3.6916 | Invalid S/B: 0.50/0.00 | Max Load: 14.4 | Load Gap: 4.2
Epoch [58/2000] | Sampled: 783.50 | Baseline: 562.56 | Improvement: -220.94 | Win Rate: 0.00% | Actor Loss: -28.9443 | Entropy: 3.6393 | Invalid S/B: 0.44/0.00 | Max Load: 14.0 | Load Gap: 4.0
Epoch [59/2000] | Sampled: 766.38 | Baseline: 560.19 | Improvement: -206.19 | Win Rate: 0.00% | Actor Loss: -28.5006 | Entropy: 3.6059 | Invalid S/B: 0.25/0.00 | Max Load: 13.8 | Load Gap: 3.5
Epoch [60/2000] | Sampled: 756.62 | Baseline: 558.19 | Improvement: -198.44 | Win Rate: 0.00% | Actor Loss: -31.1635 | Entropy: 3.5363 | Invalid S/B: 0.31/0.00 | Max Load: 14.1 | Load Gap: 4.1
Epoch [61/2000] | Sampled: 772.31 | Baseline: 562.38 | Improvement: -209.94 | Win Rate: 0.00% | Actor Loss: -28.8078 | Entropy: 3.4911 | Invalid S/B: 0.62/0.00 | Max Load: 14.0 | Load Gap: 3.9
Epoch [62/2000] | Sampled: 755.50 | Baseline: 558.31 | Improvement: -197.19 | Win Rate: 0.00% | Actor Loss: -34.1705 | Entropy: 3.4797 | Invalid S/B: 0.19/0.00 | Max Load: 13.6 | Load Gap: 3.6
Epoch [63/2000] | Sampled: 726.88 | Baseline: 555.75 | Improvement: -171.12 | Win Rate: 0.00% | Actor Loss: -27.0395 | Entropy: 3.4670 | Invalid S/B: 0.31/0.00 | Max Load: 14.2 | Load Gap: 4.1
Epoch [64/2000] | Sampled: 761.44 | Baseline: 560.50 | Improvement: -200.94 | Win Rate: 0.00% | Actor Loss: -29.3475 | Entropy: 3.4488 | Invalid S/B: 0.50/0.00 | Max Load: 13.8 | Load Gap: 3.5
Epoch [65/2000] | Sampled: 741.62 | Baseline: 562.25 | Improvement: -179.38 | Win Rate: 0.00% | Actor Loss: -27.1177 | Entropy: 3.4326 | Invalid S/B: 0.25/0.06 | Max Load: 14.2 | Load Gap: 4.2
Epoch [66/2000] | Sampled: 762.69 | Baseline: 557.62 | Improvement: -205.06 | Win Rate: 0.00% | Actor Loss: -22.7589 | Entropy: 3.4242 | Invalid S/B: 0.19/0.00 | Max Load: 14.0 | Load Gap: 3.8
Epoch [67/2000] | Sampled: 759.44 | Baseline: 564.88 | Improvement: -194.56 | Win Rate: 0.00% | Actor Loss: -18.6141 | Entropy: 3.4210 | Invalid S/B: 0.31/0.06 | Max Load: 13.4 | Load Gap: 2.9
Epoch [68/2000] | Sampled: 709.06 | Baseline: 549.50 | Improvement: -159.56 | Win Rate: 0.00% | Actor Loss: -29.5811 | Entropy: 3.4133 | Invalid S/B: 0.31/0.00 | Max Load: 13.7 | Load Gap: 3.4
Epoch [69/2000] | Sampled: 745.62 | Baseline: 555.69 | Improvement: -189.94 | Win Rate: 0.00% | Actor Loss: -17.7106 | Entropy: 3.4051 | Invalid S/B: 0.25/0.00 | Max Load: 13.6 | Load Gap: 3.1
Epoch [70/2000] | Sampled: 744.25 | Baseline: 561.44 | Improvement: -182.81 | Win Rate: 0.00% | Actor Loss: -25.2151 | Entropy: 3.4053 | Invalid S/B: 0.44/0.00 | Max Load: 14.1 | Load Gap: 3.9
Epoch [71/2000] | Sampled: 741.25 | Baseline: 552.75 | Improvement: -188.50 | Win Rate: 0.00% | Actor Loss: -20.9967 | Entropy: 3.4089 | Invalid S/B: 0.25/0.00 | Max Load: 14.1 | Load Gap: 4.0
Epoch [72/2000] | Sampled: 740.69 | Baseline: 561.38 | Improvement: -179.31 | Win Rate: 0.00% | Actor Loss: -25.3254 | Entropy: 3.3865 | Invalid S/B: 0.38/0.00 | Max Load: 13.7 | Load Gap: 3.5
Epoch [73/2000] | Sampled: 710.31 | Baseline: 556.38 | Improvement: -153.94 | Win Rate: 0.00% | Actor Loss: -20.4125 | Entropy: 3.3103 | Invalid S/B: 0.06/0.00 | Max Load: 13.6 | Load Gap: 3.1
Epoch [74/2000] | Sampled: 728.88 | Baseline: 549.69 | Improvement: -179.19 | Win Rate: 0.00% | Actor Loss: -33.5701 | Entropy: 3.2813 | Invalid S/B: 0.25/0.00 | Max Load: 13.6 | Load Gap: 3.6
Epoch [75/2000] | Sampled: 697.19 | Baseline: 557.00 | Improvement: -140.19 | Win Rate: 0.00% | Actor Loss: -19.5638 | Entropy: 3.1785 | Invalid S/B: 0.19/0.00 | Max Load: 14.2 | Load Gap: 4.0
Epoch [76/2000] | Sampled: 724.38 | Baseline: 561.56 | Improvement: -162.81 | Win Rate: 0.00% | Actor Loss: -18.5504 | Entropy: 3.1159 | Invalid S/B: 0.25/0.00 | Max Load: 13.6 | Load Gap: 3.3
Epoch [77/2000] | Sampled: 730.19 | Baseline: 563.00 | Improvement: -167.19 | Win Rate: 0.00% | Actor Loss: -22.7390 | Entropy: 3.0816 | Invalid S/B: 0.19/0.00 | Max Load: 14.1 | Load Gap: 3.8
Epoch [78/2000] | Sampled: 719.12 | Baseline: 564.50 | Improvement: -154.62 | Win Rate: 0.00% | Actor Loss: -18.1603 | Entropy: 3.0607 | Invalid S/B: 0.12/0.00 | Max Load: 14.1 | Load Gap: 4.4
Epoch [79/2000] | Sampled: 719.88 | Baseline: 559.19 | Improvement: -160.69 | Win Rate: 0.00% | Actor Loss: -28.9212 | Entropy: 3.0435 | Invalid S/B: 0.19/0.00 | Max Load: 14.2 | Load Gap: 4.2
Epoch [80/2000] | Sampled: 725.56 | Baseline: 555.25 | Improvement: -170.31 | Win Rate: 0.00% | Actor Loss: -16.9606 | Entropy: 3.0272 | Invalid S/B: 0.19/0.00 | Max Load: 13.7 | Load Gap: 3.6
Epoch [81/2000] | Sampled: 740.88 | Baseline: 560.25 | Improvement: -180.62 | Win Rate: 0.00% | Actor Loss: -24.5457 | Entropy: 3.0355 | Invalid S/B: 0.50/0.00 | Max Load: 14.2 | Load Gap: 4.6
Epoch [82/2000] | Sampled: 746.69 | Baseline: 560.88 | Improvement: -185.81 | Win Rate: 0.00% | Actor Loss: -27.4401 | Entropy: 3.0244 | Invalid S/B: 0.44/0.00 | Max Load: 14.2 | Load Gap: 4.3
Epoch [83/2000] | Sampled: 756.75 | Baseline: 558.12 | Improvement: -198.62 | Win Rate: 0.00% | Actor Loss: -21.4933 | Entropy: 3.0774 | Invalid S/B: 0.50/0.00 | Max Load: 13.9 | Load Gap: 4.1
Epoch [84/2000] | Sampled: 741.94 | Baseline: 564.19 | Improvement: -177.75 | Win Rate: 0.00% | Actor Loss: -24.5074 | Entropy: 3.0430 | Invalid S/B: 0.25/0.00 | Max Load: 14.0 | Load Gap: 4.6
Epoch [85/2000] | Sampled: 750.62 | Baseline: 553.75 | Improvement: -196.88 | Win Rate: 0.00% | Actor Loss: -27.3212 | Entropy: 3.0796 | Invalid S/B: 0.19/0.00 | Max Load: 14.4 | Load Gap: 5.1
Epoch [86/2000] | Sampled: 754.19 | Baseline: 555.62 | Improvement: -198.56 | Win Rate: 0.00% | Actor Loss: -36.0762 | Entropy: 3.0827 | Invalid S/B: 0.38/0.00 | Max Load: 14.1 | Load Gap: 4.6
Epoch [87/2000] | Sampled: 756.12 | Baseline: 561.88 | Improvement: -194.25 | Win Rate: 0.00% | Actor Loss: -28.9601 | Entropy: 3.0607 | Invalid S/B: 0.25/0.00 | Max Load: 14.0 | Load Gap: 4.9
Epoch [88/2000] | Sampled: 758.94 | Baseline: 562.44 | Improvement: -196.50 | Win Rate: 0.00% | Actor Loss: -20.4822 | Entropy: 3.0193 | Invalid S/B: 0.25/0.00 | Max Load: 14.1 | Load Gap: 5.5
Epoch [89/2000] | Sampled: 735.06 | Baseline: 554.25 | Improvement: -180.81 | Win Rate: 0.00% | Actor Loss: -32.7211 | Entropy: 2.9962 | Invalid S/B: 0.31/0.00 | Max Load: 14.6 | Load Gap: 6.3
Epoch [90/2000] | Sampled: 774.19 | Baseline: 562.88 | Improvement: -211.31 | Win Rate: 0.00% | Actor Loss: -27.4043 | Entropy: 2.9645 | Invalid S/B: 0.38/0.00 | Max Load: 14.4 | Load Gap: 5.7
Epoch [91/2000] | Sampled: 775.94 | Baseline: 557.88 | Improvement: -218.06 | Win Rate: 0.00% | Actor Loss: -27.0492 | Entropy: 2.9931 | Invalid S/B: 0.31/0.00 | Max Load: 14.2 | Load Gap: 6.0
Epoch [92/2000] | Sampled: 796.38 | Baseline: 557.56 | Improvement: -238.81 | Win Rate: 0.00% | Actor Loss: -31.5577 | Entropy: 3.0651 | Invalid S/B: 0.56/0.00 | Max Load: 14.7 | Load Gap: 6.2
Epoch [93/2000] | Sampled: 792.31 | Baseline: 555.62 | Improvement: -236.69 | Win Rate: 0.00% | Actor Loss: -38.0025 | Entropy: 3.0806 | Invalid S/B: 0.69/0.00 | Max Load: 14.8 | Load Gap: 7.3
Epoch [94/2000] | Sampled: 789.06 | Baseline: 560.44 | Improvement: -228.62 | Win Rate: 0.00% | Actor Loss: -34.9508 | Entropy: 3.0740 | Invalid S/B: 0.44/0.00 | Max Load: 15.2 | Load Gap: 8.1
Epoch [95/2000] | Sampled: 790.81 | Baseline: 555.00 | Improvement: -235.81 | Win Rate: 0.00% | Actor Loss: -36.2847 | Entropy: 3.1264 | Invalid S/B: 0.50/0.00 | Max Load: 14.9 | Load Gap: 7.2
Epoch [96/2000] | Sampled: 776.19 | Baseline: 554.25 | Improvement: -221.94 | Win Rate: 0.00% | Actor Loss: -42.7357 | Entropy: 3.2188 | Invalid S/B: 0.31/0.00 | Max Load: 14.6 | Load Gap: 7.2
Epoch [97/2000] | Sampled: 750.44 | Baseline: 552.56 | Improvement: -197.88 | Win Rate: 0.00% | Actor Loss: -48.4265 | Entropy: 3.3802 | Invalid S/B: 0.25/0.00 | Max Load: 15.2 | Load Gap: 8.7
Epoch [98/2000] | Sampled: 760.19 | Baseline: 555.75 | Improvement: -204.44 | Win Rate: 0.00% | Actor Loss: -57.1724 | Entropy: 3.4322 | Invalid S/B: 0.31/0.00 | Max Load: 15.2 | Load Gap: 9.4
Epoch [99/2000] | Sampled: 768.88 | Baseline: 563.81 | Improvement: -205.06 | Win Rate: 0.00% | Actor Loss: -51.3719 | Entropy: 3.4932 | Invalid S/B: 0.25/0.00 | Max Load: 15.2 | Load Gap: 8.8
Epoch [100/2000] | Sampled: 758.56 | Baseline: 555.38 | Improvement: -203.19 | Win Rate: 0.00% | Actor Loss: -53.2678 | Entropy: 3.5014 | Invalid S/B: 0.31/0.00 | Max Load: 15.2 | Load Gap: 8.4
   -> Validation | Samples: 50 | Makespan: 611.56 | Invalid Jobs: 0.08 | Score: 691.56
   -> Saved new best model (Val Score: 691.56)
   -> Saved updated training chart to /home/wei/AMR-DFJSP/Static_alogorithm/extend_GNN/extend_gnn_training_metrics.png
Epoch [101/2000] | Sampled: 776.75 | Baseline: 555.25 | Improvement: -221.50 | Win Rate: 0.00% | Actor Loss: -52.7112 | Entropy: 3.5880 | Invalid S/B: 0.19/0.00 | Max Load: 15.0 | Load Gap: 8.2
Epoch [102/2000] | Sampled: 761.94 | Baseline: 561.19 | Improvement: -200.75 | Win Rate: 0.00% | Actor Loss: -57.0593 | Entropy: 3.5712 | Invalid S/B: 0.06/0.00 | Max Load: 14.9 | Load Gap: 8.3
Epoch [103/2000] | Sampled: 775.25 | Baseline: 567.38 | Improvement: -207.88 | Win Rate: 0.00% | Actor Loss: -59.3711 | Entropy: 3.6223 | Invalid S/B: 0.12/0.00 | Max Load: 15.4 | Load Gap: 9.1
Epoch [104/2000] | Sampled: 753.56 | Baseline: 566.25 | Improvement: -187.31 | Win Rate: 0.00% | Actor Loss: -59.9839 | Entropy: 3.6586 | Invalid S/B: 0.06/0.00 | Max Load: 15.2 | Load Gap: 9.4
Epoch [105/2000] | Sampled: 763.44 | Baseline: 565.25 | Improvement: -198.19 | Win Rate: 0.00% | Actor Loss: -68.6442 | Entropy: 3.6853 | Invalid S/B: 0.12/0.00 | Max Load: 15.4 | Load Gap: 9.9
Epoch [106/2000] | Sampled: 744.69 | Baseline: 554.69 | Improvement: -190.00 | Win Rate: 0.00% | Actor Loss: -69.9259 | Entropy: 3.7094 | Invalid S/B: 0.25/0.00 | Max Load: 15.6 | Load Gap: 10.4
Epoch [107/2000] | Sampled: 735.69 | Baseline: 555.75 | Improvement: -179.94 | Win Rate: 0.00% | Actor Loss: -79.3528 | Entropy: 3.7049 | Invalid S/B: 0.12/0.00 | Max Load: 15.9 | Load Gap: 10.8
Epoch [108/2000] | Sampled: 742.19 | Baseline: 549.62 | Improvement: -192.56 | Win Rate: 0.00% | Actor Loss: -74.1978 | Entropy: 3.6771 | Invalid S/B: 0.06/0.00 | Max Load: 15.4 | Load Gap: 9.9
